uniprot_id	mean_plddt	median_plddt	min_plddt	max_plddt	very_high_conf_pct	high_conf_pct	low_conf_pct	very_low_conf_pct	quality_grade	residue_count	alphafold_version
Q9H8G2	63.18	55.75	37.12	97.44	14.6	18.2	33.1	34.1	Medium	2672	v6
Q9H8H0	78.91	87.88	23.45	97.38	38.6	39.6	8.8	13.0	Good	5702	v6
Q9H8H2	67.63	82.94	25.45	97.88	32.5	23.9	5.0	38.6	Medium	6621	v6
Q9H8H3	96.16	97.19	83.19	98.88	96.6	3.4	0.0	0.0	Excellent	2001	v6
Q9H8J5	57.01	43.75	27.39	96.94	19.0	13.7	8.8	58.4	Medium	3287	v6
Q9H8K7	66.48	71.12	25.34	97.31	23.9	27.0	15.1	34.0	Medium	3442	v6
Q9H8L6	66.64	74.12	21.73	94.44	9.7	46.1	19.6	24.6	Medium	7346	v6
Q9H8M1	79.4	90.0	36.03	98.56	50.8	20.7	8.8	19.8	Good	1902	v6
Q9H8M2	63.72	58.97	29.11	98.56	20.7	21.8	16.5	41.1	Medium	4702	v6
Q9H8M5	71.7	84.56	24.45	96.31	29.3	35.5	10.4	24.8	Good	6776	v6
Q9H8M7	88.52	94.5	25.0	98.81	74.6	16.0	3.5	6.0	Good	3494	v6
Q9H8M9	64.06	57.47	38.09	97.25	9.6	22.6	52.0	15.7	Medium	1226	v6
Q9H8N7	59.53	49.47	32.03	96.75	17.8	12.5	17.7	52.0	Medium	3860	v6
Q9H8P0	89.07	94.06	30.45	98.81	68.5	23.5	4.9	3.0	Good	2588	v6
Q9H8Q6	38.76	35.41	19.34	64.38	0.0	0.0	22.4	77.6	Poor	1131	v6
Q9H8S5	70.87	83.19	25.38	97.31	38.1	24.0	9.9	28.0	Good	2362	v6
Q9H8S9	88.59	95.44	25.44	98.75	74.7	14.2	4.6	6.6	Good	1769	v6
Q9H8T0	78.45	93.06	27.25	98.81	59.5	10.9	4.5	25.0	Good	2344	v6
Q9H8U3	69.71	64.62	35.53	97.75	29.7	13.5	35.0	21.8	Medium	1747	v6
Q9H8V3	71.17	83.12	22.73	97.62	26.7	39.5	7.9	25.9	Good	7264	v6
Q9H8V8	53.44	53.41	36.69	67.25	0.0	0.0	77.1	22.9	Medium	1044	v6
Q9H8W2	60.01	60.56	42.78	73.12	0.0	3.2	86.2	10.7	Medium	975	v6
Q9H8W3	71.34	75.31	27.31	98.44	34.7	22.2	17.2	25.9	Good	1900	v6
Q9H8W4	87.36	95.69	32.88	98.56	77.7	7.6	2.6	12.1	Good	1943	v6
Q9H8W5	80.27	89.75	25.81	98.75	48.5	26.4	14.1	10.9	Good	4495	v6
Q9H8X2	88.72	95.12	34.62	98.62	75.5	10.9	8.8	4.8	Good	3933	v6
Q9H8X3	37.53	36.22	26.0	52.53	0.0	0.0	2.4	97.6	Poor	957	v6
Q9H8X9	74.62	93.0	22.97	98.75	58.2	8.5	3.5	29.9	Good	3229	v6
Q9H8Y1	70.66	83.44	25.67	96.06	21.2	43.8	7.9	27.1	Good	5510	v6
Q9H8Y5	69.09	82.25	23.3	96.44	18.6	44.3	7.9	29.2	Medium	5697	v6
Q9H8Y8	65.69	53.44	30.83	97.0	34.3	11.8	8.4	45.6	Medium	3316	v6
Q9H900	82.88	92.06	23.19	97.94	60.7	23.2	4.0	12.1	Good	4737	v6
Q9H902	67.91	68.31	39.44	93.44	3.8	39.7	46.3	10.2	Medium	1571	v6
Q9H903	89.24	97.88	30.44	98.88	83.2	3.1	0.8	13.0	Good	2622	v6
Q9H910	60.42	63.06	31.3	86.44	0.0	19.6	58.6	21.8	Medium	1411	v6
Q9H920	84.94	90.31	30.17	97.75	52.4	35.4	8.4	3.8	Good	2668	v6
Q9H930	68.47	80.19	24.98	97.81	30.7	26.4	8.5	34.5	Medium	4694	v6
Q9H936	78.48	83.06	28.91	92.44	7.8	74.1	12.3	5.8	Good	2419	v6
Q9H939	89.88	98.06	37.94	98.88	80.3	6.4	3.3	9.9	Good	2727	v6
Q9H944	91.93	96.5	33.34	98.81	82.5	11.5	3.0	3.1	Excellent	1623	v6
Q9H963	89.44	93.62	42.88	98.0	65.4	29.0	4.9	0.8	Good	1049	v6
Q9H967	75.24	91.25	26.94	98.5	54.0	13.1	5.7	27.2	Good	4893	v6
Q9H972	65.77	69.94	25.52	96.44	32.4	17.5	9.7	40.4	Medium	4123	v6
Q9H974	90.05	96.31	23.73	98.75	81.3	8.7	3.3	6.7	Excellent	3273	v6
Q9H977	93.08	96.0	51.06	98.75	83.8	11.9	4.4	0.0	Excellent	2525	v6
Q9H981	87.3	97.12	25.17	98.88	78.0	6.3	3.3	12.4	Good	4947	v6
Q9H987	53.1	45.38	28.3	97.06	12.0	6.5	18.9	62.6	Medium	7223	v6
Q9H992	50.28	40.69	27.73	94.94	6.5	14.2	11.8	67.5	Medium	5467	v6
Q9H993	95.36	98.25	25.19	98.94	93.5	2.7	1.4	2.4	Excellent	3619	v6
Q9H999	94.32	98.19	31.64	98.94	86.3	10.1	2.0	1.6	Excellent	2893	v6
Q9H9A5	79.87	92.81	23.23	98.75	60.6	14.3	5.5	19.6	Good	5772	v6
Q9H9A6	83.35	88.31	23.89	98.19	42.3	45.2	5.7	6.8	Good	4787	v6
Q9H9A7	67.58	85.5	24.88	98.56	43.4	11.8	5.5	39.4	Medium	4921	v6
Q9H9B1	64.89	74.81	24.75	98.69	36.1	15.2	4.1	44.5	Medium	9890	v6
Q9H9B4	86.74	88.56	36.72	95.38	37.9	58.4	3.1	0.6	Good	2502	v6
Q9H9C1	78.66	95.0	21.55	98.69	65.0	4.2	7.3	23.4	Good	4026	v6
Q9H9D4	56.25	47.28	25.25	91.25	0.5	38.6	9.2	51.7	Medium	5499	v6
Q9H9E1	67.37	87.94	19.86	98.69	47.4	4.5	10.5	37.6	Medium	2400	v6
Q9H9E3	85.29	90.06	27.39	97.81	50.7	38.0	5.4	5.9	Good	6242	v6
Q9H9F9	83.75	93.38	31.08	98.56	62.5	17.7	6.9	12.9	Good	4803	v6
Q9H9G7	91.93	95.81	24.55	98.94	82.2	12.9	1.9	3.0	Excellent	6848	v6
Q9H9H4	76.42	87.0	35.81	98.62	45.5	14.3	19.2	21.0	Good	2203	v6
Q9H9H5	57.09	56.59	35.97	80.88	0.0	16.7	50.0	33.3	Medium	1482	v6
Q9H9J2	88.36	94.88	34.97	98.25	81.5	4.6	8.2	5.6	Good	2643	v6
Q9H9J4	49.27	35.62	24.47	98.75	21.7	3.5	0.7	74.2	Poor	10214	v6
Q9H9K5	44.55	40.94	22.59	93.56	2.2	6.2	18.9	72.7	Poor	4475	v6
Q9H9L3	73.61	90.44	32.12	98.81	51.3	5.9	9.6	33.3	Good	2754	v6
Q9H9L4	66.86	74.81	22.08	98.12	17.4	35.8	15.1	31.7	Medium	3849	v6
Q9H9L7	70.03	63.34	36.75	98.56	32.1	15.5	29.0	23.4	Good	1538	v6
Q9H9P2	76.83	88.81	30.59	98.69	46.8	18.5	13.0	21.7	Good	2133	v6
Q9H9P5	67.86	78.81	27.0	97.94	32.7	20.0	8.9	38.4	Medium	5183	v6
Q9H9P8	88.26	96.25	21.38	98.94	75.8	13.8	1.5	9.0	Good	3536	v6
Q9H9Q2	85.0	93.25	27.11	98.06	67.5	17.1	3.4	12.0	Good	2077	v6
Q9H9Q4	82.66	94.75	30.47	98.62	66.4	12.1	3.5	18.0	Good	2337	v6
Q9H9R9	61.46	56.91	34.75	92.81	3.5	27.5	43.7	25.3	Medium	1199	v6
Q9H9S0	58.23	50.25	30.62	98.62	18.7	4.7	27.6	49.0	Medium	2424	v6
Q9H9S3	72.77	75.31	32.41	89.56	0.0	63.3	33.7	3.0	Good	3678	v6
Q9H9S4	93.88	97.25	36.19	98.88	89.6	6.0	1.4	2.9	Excellent	2753	v6
Q9H9S5	94.08	98.0	33.84	98.88	86.7	8.8	1.4	3.1	Excellent	3859	v6
Q9H9T3	92.03	95.44	38.81	98.75	78.0	17.3	3.0	1.7	Excellent	4374	v6
Q9H9V4	72.23	78.12	35.22	96.88	24.4	29.8	25.5	20.4	Good	1218	v6
Q9H9V9	94.04	96.0	54.16	98.69	88.9	8.0	3.1	0.0	Excellent	3357	v6
Q9H9Y2	86.01	93.0	27.5	98.44	72.3	15.4	1.2	11.1	Good	2832	v6
Q9H9Y4	84.6	91.38	34.28	98.44	54.7	30.8	6.7	7.8	Good	2426	v6
Q9H9Y6	92.29	94.44	30.59	98.56	79.0	18.8	1.9	0.3	Excellent	9004	v6
Q9H9Z2	76.53	88.88	32.28	97.12	44.0	18.3	25.2	12.5	Good	1591	v6
Q9HA38	69.64	68.94	29.31	95.56	27.8	21.3	26.3	24.6	Medium	2241	v6
Q9HA47	84.13	96.69	30.19	98.88	74.1	4.2	1.5	20.1	Good	2212	v6
Q9HA64	94.55	97.38	52.25	98.88	88.8	8.0	3.2	0.0	Excellent	2422	v6
Q9HA65	73.63	88.62	21.88	98.88	47.0	20.3	3.2	29.5	Good	5126	v6
Q9HA72	81.52	86.31	24.59	97.62	37.6	43.9	13.8	4.7	Good	2556	v6
Q9HA77	86.68	94.25	27.86	98.75	68.2	17.3	5.5	9.0	Good	4386	v6
Q9HA82	85.92	92.31	29.14	98.06	63.0	24.1	3.5	9.5	Good	3284	v6
Q9HA90	69.76	73.25	28.42	97.88	27.3	24.8	20.9	27.0	Medium	4611	v6
Q9HA92	91.0	96.12	31.09	98.75	85.8	4.3	5.8	4.1	Excellent	3433	v6
Q9HAA7	43.48	41.69	30.34	67.31	0.0	0.0	21.9	78.1	Poor	1017	v6
Q9HAB3	84.5	92.69	23.77	98.25	60.5	24.0	6.0	9.5	Good	3225	v6
Q9HAB8	93.94	95.56	38.47	98.94	86.2	12.0	1.5	0.3	Excellent	2402	v6
Q9HAC7	91.94	97.62	27.27	98.94	89.7	1.7	0.9	7.6	Excellent	3356	v6
Q9HAC8	74.78	83.31	31.2	93.81	11.6	61.5	9.5	17.4	Good	1829	v6
Q9HAD4	82.43	93.38	25.86	98.75	66.0	12.2	4.7	17.1	Good	3639	v6
Q9HAE3	89.78	94.75	36.22	98.56	78.4	10.4	8.8	2.4	Good	1716	v6
Q9HAF1	71.43	65.31	37.47	98.38	33.7	9.7	40.1	16.4	Good	1522	v6
Q9HAH1	65.43	76.44	25.7	93.38	7.0	51.8	9.1	32.2	Medium	3609	v6
Q9HAH7	52.63	50.16	33.41	96.75	3.5	2.6	45.0	49.0	Medium	3427	v6
Q9HAI6	58.54	54.72	31.42	95.12	11.1	17.0	30.1	41.8	Medium	2378	v6
Q9HAJ7	76.51	86.19	36.28	94.69	32.0	36.5	14.6	16.8	Good	1468	v6
Q9HAK2	73.38	89.0	28.88	98.69	47.7	14.3	5.0	32.9	Good	4399	v6
Q9HAN9	89.23	97.44	30.84	98.88	80.9	5.6	2.9	10.6	Good	2248	v6
Q9HAP2	54.6	44.88	24.5	98.0	14.9	11.9	16.0	57.2	Medium	7118	v6
Q9HAP6	87.35	90.81	34.19	98.38	53.6	35.1	9.0	2.3	Good	1609	v6
Q9HAQ2	74.86	84.69	17.88	98.38	36.7	31.7	14.5	17.1	Good	6324	v6
Q9HAR2	69.87	84.31	24.06	98.12	33.3	28.7	7.3	30.7	Medium	11378	v6
Q9HAS0	77.44	88.62	25.66	96.56	44.6	29.4	9.0	17.0	Good	3127	v6
Q9HAS3	80.28	89.31	25.09	98.31	47.3	31.9	8.0	12.9	Good	5419	v6
Q9HAT0	85.54	91.56	34.47	97.56	56.2	30.0	6.5	7.3	Good	1677	v6
Q9HAT1	68.96	68.12	27.89	98.06	28.6	20.5	24.1	26.8	Medium	4030	v6
Q9HAT2	92.26	97.38	28.06	98.94	87.0	4.3	3.1	5.6	Excellent	4106	v6
Q9HAT8	89.87	94.75	34.88	98.88	75.4	14.1	6.7	3.8	Good	3264	v6
Q9HAU0	55.77	41.66	27.55	97.94	18.1	14.2	6.5	61.2	Medium	8948	v6
Q9HAU4	77.54	86.62	19.58	98.38	37.7	37.8	10.1	14.4	Good	6077	v6
Q9HAU5	77.4	90.56	27.8	98.44	51.0	21.9	4.8	22.2	Good	10372	v6
Q9HAU6	73.44	84.44	31.52	93.75	10.3	58.6	14.4	16.8	Good	1120	v6
Q9HAU8	87.45	95.44	22.14	98.75	75.3	12.3	2.5	9.8	Good	5635	v6
Q9HAV0	97.14	98.19	69.62	98.94	97.0	2.7	0.3	0.0	Excellent	2628	v6
Q9HAV4	88.01	93.19	22.53	98.62	70.9	19.2	4.5	5.4	Good	9543	v6
Q9HAV5	69.14	70.44	33.19	98.19	37.4	13.1	11.7	37.8	Medium	2289	v6
Q9HAV7	80.56	92.5	29.91	98.19	58.9	16.5	4.5	20.1	Good	1704	v6
Q9HAW0	84.79	95.75	25.66	98.69	68.4	11.9	7.6	12.2	Good	3259	v6
Q9HAW4	51.32	41.34	20.45	97.75	7.2	19.8	13.9	59.1	Medium	10595	v6
Q9HAW7	91.76	95.94	40.91	98.81	81.1	11.8	6.5	0.7	Excellent	4206	v6
Q9HAW8	92.11	96.19	41.41	98.88	83.1	9.6	5.5	1.8	Excellent	4204	v6
Q9HAW9	91.56	96.12	38.72	98.88	79.5	13.2	5.7	1.6	Excellent	4200	v6
Q9HAY2	81.11	91.62	32.03	97.75	59.7	17.6	5.7	17.0	Good	2484	v6
Q9HAY6	90.03	96.06	33.69	98.88	77.3	12.5	4.0	6.2	Excellent	4419	v6
Q9HAZ1	78.48	95.06	26.33	98.94	67.1	2.6	1.0	29.2	Good	4045	v6
Q9HAZ2	51.73	41.0	24.5	90.94	0.4	29.0	7.0	63.5	Medium	9845	v6
Q9HB03	90.74	94.19	36.25	98.44	72.3	23.6	2.0	2.1	Excellent	2227	v6
Q9HB07	89.86	97.56	31.72	98.88	83.4	3.7	1.6	11.4	Good	2998	v6
Q9HB09	67.61	76.56	30.38	93.25	2.1	53.5	17.1	27.3	Medium	1891	v6
Q9HB14	74.74	86.56	27.97	98.12	39.5	26.9	11.0	22.5	Good	3186	v6
Q9HB15	73.4	84.88	26.75	98.25	39.9	22.2	12.9	25.1	Good	3291	v6
Q9HB19	72.12	84.19	32.94	98.44	44.0	12.6	8.8	34.6	Good	3320	v6
Q9HB20	71.75	84.0	30.17	98.12	45.1	10.1	13.3	31.4	Good	2366	v6
Q9HB21	71.25	84.31	29.7	97.94	39.7	18.1	6.8	35.3	Good	3201	v6
Q9HB29	77.84	85.0	27.48	95.81	23.7	54.2	9.2	12.9	Good	4603	v6
Q9HB31	66.86	58.81	32.41	97.25	28.3	8.6	38.7	24.4	Medium	1436	v6
Q9HB40	90.2	97.88	27.42	98.94	82.8	6.5	0.8	9.9	Excellent	3578	v6
Q9HB55	91.89	94.62	33.97	98.75	78.4	18.1	2.5	1.0	Excellent	4059	v6
Q9HB58	58.63	49.28	24.03	96.19	16.0	23.0	10.4	50.6	Medium	5483	v6
Q9HB63	84.02	92.19	25.47	98.56	60.8	21.8	6.4	11.0	Good	4897	v6
Q9HB65	62.88	71.25	22.25	96.75	21.7	29.9	7.5	41.0	Medium	3191	v6
Q9HB66	72.95	72.62	47.44	94.88	18.6	32.8	46.7	2.0	Good	512	v6
Q9HB71	82.05	91.5	34.94	98.38	55.9	15.9	19.6	8.6	Good	1839	v6
Q9HB75	78.6	83.19	26.77	97.5	19.3	62.4	10.8	7.5	Good	7024	v6
Q9HB89	81.23	91.75	20.97	98.62	58.1	22.8	2.6	16.5	Good	3317	v6
Q9HB90	70.22	80.19	24.17	92.06	6.8	55.5	16.0	21.6	Good	3111	v6
Q9HB96	76.32	88.94	25.48	98.19	46.3	25.7	5.9	22.1	Good	4107	v6
Q9HBA0	72.06	83.31	24.39	96.06	22.0	45.9	7.5	24.5	Good	6927	v6
Q9HBA9	96.69	98.25	62.84	98.94	95.0	4.5	0.5	0.0	Excellent	3537	v6
Q9HBB8	69.84	85.19	29.75	98.38	44.3	12.4	3.0	40.3	Medium	6213	v6
Q9HBD1	56.5	38.16	24.08	98.62	26.0	9.7	4.9	59.3	Medium	9253	v6
Q9HBE1	60.98	65.38	28.17	91.62	2.4	44.3	8.8	44.4	Medium	5188	v6
Q9HBE4	83.92	93.31	38.31	98.5	57.7	19.2	18.4	4.7	Good	1304	v6
Q9HBE5	65.44	62.16	25.52	98.5	34.1	9.6	17.1	39.3	Medium	4169	v6
Q9HBF4	77.0	84.62	26.8	98.25	28.4	43.9	13.3	14.5	Good	6108	v6
Q9HBF5	59.57	56.81	44.81	77.12	0.0	18.8	72.0	9.2	Medium	632	v6
Q9HBG4	83.39	88.56	25.31	96.0	39.3	49.9	4.3	6.5	Good	6786	v6
Q9HBG6	82.91	88.38	25.81	96.81	40.7	48.6	2.8	7.9	Good	9976	v6
Q9HBG7	66.27	74.25	26.58	97.19	24.8	28.4	12.2	34.7	Medium	5065	v6
Q9HBH0	92.25	97.44	38.34	98.94	82.9	9.8	2.5	4.8	Excellent	1656	v6
Q9HBH1	86.21	97.81	24.56	98.88	74.8	7.8	3.4	14.1	Good	1899	v6
Q9HBH5	88.26	96.0	39.41	98.88	72.8	11.8	11.0	4.4	Good	2590	v6
Q9HBH7	68.1	67.62	37.12	96.44	9.5	23.0	62.0	5.4	Medium	1037	v6
Q9HBH9	71.74	85.31	21.17	98.69	40.3	24.1	6.1	29.5	Good	3641	v6
Q9HBI0	81.77	89.81	28.02	97.75	48.9	32.3	6.4	12.3	Good	2644	v6
Q9HBI1	82.03	91.62	33.84	98.5	53.9	23.8	9.6	12.7	Good	2936	v6
Q9HBI5	86.33	93.81	43.66	98.38	63.3	21.4	11.0	4.4	Good	1057	v6
Q9HBI6	91.91	95.12	36.75	98.81	80.5	14.0	4.0	1.6	Excellent	4241	v6
Q9HBJ0	70.47	73.12	24.41	98.75	38.9	14.1	16.2	30.8	Good	1650	v6
Q9HBJ7	59.25	44.31	23.06	98.62	27.6	17.5	4.0	50.8	Medium	7308	v6
Q9HBJ8	77.38	89.0	27.39	97.31	47.9	19.9	17.8	14.4	Good	1774	v6
Q9HBK9	88.02	95.06	23.69	98.88	71.1	17.3	4.9	6.7	Good	2930	v6
Q9HBL0	53.42	34.59	22.83	98.25	24.2	11.0	3.4	61.5	Medium	13863	v6
Q9HBL6	81.71	94.69	31.23	98.81	66.8	7.3	4.9	21.0	Good	2680	v6
Q9HBL7	89.6	93.5	55.12	96.56	67.7	29.8	2.5	0.0	Good	1205	v6
Q9HBL8	96.67	97.75	44.06	98.88	97.0	2.4	0.3	0.3	Excellent	2346	v6
Q9HBM0	66.08	72.62	20.16	97.5	18.8	34.6	16.4	30.2	Medium	6239	v6
Q9HBM1	91.13	92.81	58.53	98.38	69.4	27.4	3.2	0.0	Excellent	1841	v6
Q9HBM6	67.51	71.25	31.41	96.19	31.5	18.8	13.9	35.8	Medium	1936	v6
Q9HBQ8	63.64	55.28	39.25	96.38	14.0	20.0	43.1	22.9	Medium	1081	v6
Q9HBR0	54.71	39.97	23.88	96.06	13.6	22.9	5.3	58.2	Medium	8413	v6
Q9HBT6	77.33	89.12	29.53	96.69	46.2	26.6	6.6	20.6	Good	6262	v6
Q9HBT7	68.17	82.12	18.12	94.88	17.1	48.7	6.4	27.8	Medium	6204	v6
Q9HBT8	64.2	79.81	22.97	93.62	5.8	50.7	4.4	39.2	Medium	4217	v6
Q9HBU1	65.51	58.69	36.19	98.56	23.7	5.1	48.2	23.0	Medium	1923	v6
Q9HBU6	84.76	95.06	20.8	98.88	69.8	15.5	1.8	13.0	Good	3598	v6
Q9HBU9	76.07	89.38	31.33	97.81	47.2	20.2	9.2	23.5	Good	2848	v6
Q9HBV1	81.87	91.06	30.53	97.88	53.7	21.5	16.5	8.2	Good	2396	v6
Q9HBV2	71.63	83.44	31.98	97.25	39.1	17.8	13.1	30.0	Good	2250	v6
Q9HBW0	85.62	92.5	37.0	98.25	61.4	23.5	8.7	6.5	Good	2720	v6
Q9HBW1	76.95	93.62	26.11	98.75	58.9	9.8	5.1	26.2	Good	5110	v6
Q9HBW9	81.09	85.56	31.02	96.75	27.6	55.6	11.4	5.5	Good	5465	v6
Q9HBX3	44.68	42.34	29.19	71.25	0.0	0.7	25.8	73.6	Poor	912	v6
Q9HBX8	77.94	91.38	21.47	98.88	54.0	20.5	4.7	20.9	Good	7337	v6
Q9HBX9	81.08	89.5	23.98	97.94	48.3	34.1	6.1	11.5	Good	6120	v6
Q9HBY0	89.84	92.56	43.16	98.75	66.4	28.8	4.1	0.7	Good	4595	v6
Q9HBY8	88.1	94.75	30.5	98.81	72.4	15.4	3.8	8.5	Good	2908	v6
Q9HBZ2	59.49	48.75	25.92	96.5	22.2	17.2	9.5	51.1	Medium	5512	v6
Q9HC07	76.36	89.25	34.47	97.19	47.3	19.4	9.3	24.0	Good	2460	v6
Q9HC10	76.98	86.88	20.64	98.31	37.6	37.1	9.6	15.7	Good	15961	v6
Q9HC16	88.57	92.25	30.91	98.5	65.1	27.2	6.0	1.6	Good	3274	v6
Q9HC21	85.23	89.12	32.84	96.75	45.9	44.4	7.5	2.2	Good	2505	v6
Q9HC23	69.22	69.81	39.53	91.62	5.1	44.2	42.1	8.6	Medium	992	v6
Q9HC24	92.33	96.12	47.91	98.88	81.8	10.5	7.0	0.8	Excellent	1913	v6
Q9HC29	84.76	90.0	24.28	98.62	50.5	36.7	6.0	6.8	Good	8103	v6
Q9HC35	77.66	95.5	23.39	98.88	62.7	8.2	2.0	27.1	Good	7662	v6
Q9HC36	74.54	90.88	24.7	98.56	51.5	15.6	4.7	28.2	Good	3309	v6
Q9HC38	89.78	96.81	36.44	98.94	75.4	14.0	3.8	6.8	Good	2445	v6
Q9HC44	55.2	49.97	34.34	94.94	4.7	12.0	33.3	50.0	Medium	3683	v6
Q9HC52	63.27	55.94	38.12	97.62	17.8	14.0	36.8	31.4	Medium	3053	v6
Q9HC56	67.83	86.25	21.17	96.25	37.9	23.3	4.4	34.4	Medium	9585	v6
Q9HC57	68.08	68.81	27.83	96.0	18.4	30.9	24.6	26.2	Medium	1678	v6
Q9HC58	70.31	80.88	19.23	97.38	29.2	33.5	11.7	25.6	Good	5050	v6
Q9HC62	63.0	51.19	25.83	98.88	38.4	4.3	8.1	49.2	Medium	4765	v6
Q9HC73	78.46	92.0	28.97	98.5	53.1	19.0	7.6	20.3	Good	2964	v6
Q9HC77	56.7	40.0	25.58	98.38	23.6	12.4	4.6	59.4	Medium	10743	v6
Q9HC78	53.05	40.62	25.69	90.69	0.7	32.7	7.6	59.0	Medium	5683	v6
Q9HC84	82.44	88.12	21.03	97.56	39.2	47.2	6.3	7.3	Good	10508	v6
Q9HC84	46.35	34.91	25.09	98.0	12.1	8.6	2.7	76.6	Poor	9865	v6
Q9HC84	44.23	34.94	25.36	98.06	11.9	4.0	1.4	82.6	Poor	9795	v6
Q9HC84	44.01	34.84	24.92	98.19	11.9	4.0	1.5	82.6	Poor	9864	v6
Q9HC84	43.59	34.41	24.77	97.81	12.1	4.0	2.0	81.9	Poor	9826	v6
Q9HC84	43.71	34.53	23.89	98.06	11.3	4.8	1.0	82.9	Poor	9804	v6
Q9HC84	46.12	34.81	23.88	98.0	12.9	7.9	1.6	77.6	Poor	9860	v6
Q9HC84	43.81	34.44	22.75	98.12	11.3	4.7	1.5	82.5	Poor	9803	v6
Q9HC84	43.7	34.66	24.61	98.12	11.2	4.7	0.8	83.3	Poor	9778	v6
Q9HC84	43.71	34.66	24.91	98.12	11.9	4.1	1.1	82.9	Poor	9797	v6
Q9HC84	44.2	34.66	24.08	98.25	10.7	6.2	1.3	81.8	Poor	9804	v6
Q9HC84	81.71	87.56	20.0	97.62	35.8	50.2	6.4	7.6	Good	10501	v6
Q9HC84	47.11	33.19	23.11	97.69	14.2	11.9	1.2	72.7	Poor	9907	v6
Q9HC84	54.59	35.31	24.14	98.0	21.4	16.7	2.7	59.2	Medium	10032	v6
Q9HC84	57.38	43.75	23.05	98.06	17.2	24.5	5.9	52.4	Medium	10068	v6
Q9HC84	61.66	69.81	23.77	97.75	18.9	30.9	8.3	41.9	Medium	9867	v6
Q9HC84	75.05	85.75	25.94	96.69	29.5	44.7	5.0	20.8	Good	10452	v6
Q9HC84	72.69	85.94	24.59	97.44	32.5	37.3	3.7	26.4	Good	10421	v6
Q9HC84	66.19	82.0	23.95	97.75	30.4	28.2	2.4	39.0	Medium	10293	v6
Q9HC84	61.34	71.12	23.88	96.69	25.2	25.0	2.7	47.2	Medium	10255	v6
Q9HC84	54.65	35.62	24.19	97.31	21.0	17.6	1.5	59.8	Medium	10126	v6
Q9HC84	47.38	34.59	24.16	98.06	11.1	13.1	3.5	72.4	Poor	9980	v6
Q9HC84	47.18	35.06	23.8	98.0	13.0	9.4	2.7	74.8	Poor	9929	v6
Q9HC96	83.91	92.5	22.64	98.69	62.7	19.9	5.2	12.1	Good	5284	v6
Q9HC97	84.62	90.25	36.0	98.69	50.7	32.1	12.1	5.1	Good	2390	v6
Q9HC98	84.02	92.62	31.0	98.75	59.6	22.5	4.7	13.2	Good	2504	v6
Q9HCB6	77.62	85.31	28.34	98.62	31.4	41.6	13.2	13.7	Good	6341	v6
Q9HCC0	94.82	97.56	40.97	98.94	93.2	2.5	2.0	2.2	Excellent	4318	v6
Q9HCC6	73.25	75.62	38.88	97.69	33.1	22.2	31.5	13.2	Good	1654	v6
Q9HCC8	90.38	94.31	34.16	98.62	73.0	20.8	4.6	1.6	Excellent	4348	v6
Q9HCC9	62.45	60.34	24.88	97.81	26.3	20.8	7.0	45.8	Medium	6749	v6
Q9HCD5	59.36	48.78	30.3	95.12	11.4	24.5	12.6	51.5	Medium	4600	v6
Q9HCD6	59.92	61.5	21.52	97.06	28.6	20.3	2.6	48.5	Medium	15439	v6
Q9HCE0	74.24	82.19	19.36	95.88	8.9	68.2	7.7	15.1	Good	20572	v6
Q9HCE1	81.19	87.62	20.97	98.69	39.2	43.8	7.4	9.6	Good	8016	v6
Q9HCE3	53.86	41.56	17.72	94.88	8.3	30.0	8.0	53.7	Medium	9910	v6
Q9HCE5	79.88	94.25	28.05	98.81	57.8	12.4	10.6	19.2	Good	3669	v6
Q9HCE6	67.46	81.5	21.69	98.25	32.8	24.9	7.6	34.8	Medium	9855	v6
Q9HCE7	74.35	87.0	19.47	98.38	38.6	33.0	7.5	21.0	Good	6072	v6
Q9HCE9	63.82	77.56	22.73	97.38	28.8	23.6	3.9	43.6	Medium	9586	v6
Q9HCF6	64.7	79.25	23.98	95.38	15.3	41.3	6.5	36.8	Medium	13880	v6
Q9HCG1	68.98	80.5	20.69	92.12	2.8	68.7	5.3	23.2	Medium	6595	v6
Q9HCG7	89.77	96.81	23.27	98.88	83.7	5.9	1.3	9.1	Good	7361	v6
Q9HCG8	65.0	75.38	26.75	97.0	32.4	19.6	2.6	45.5	Medium	7403	v6
Q9HCH0	47.5	40.12	26.34	97.88	7.8	7.5	7.2	77.6	Poor	9795	v6
Q9HCH3	85.4	91.94	31.36	98.25	58.5	28.5	3.9	9.1	Good	4620	v6
Q9HCH5	58.62	41.62	25.67	98.06	22.7	16.3	3.8	57.2	Medium	7374	v6
Q9HCI5	55.48	42.19	23.09	92.88	3.1	37.7	5.1	54.2	Medium	7264	v6
Q9HCI6	74.05	84.38	23.23	97.44	28.9	40.8	12.7	17.6	Good	6306	v6
Q9HCI7	56.58	45.22	26.72	98.12	17.2	12.0	14.7	56.2	Medium	4358	v6
Q9HCJ0	40.94	34.12	22.84	97.44	6.4	5.5	2.6	85.5	Poor	14192	v6
Q9HCJ1	84.57	88.88	30.98	97.38	44.1	44.9	4.6	6.3	Good	3816	v6
Q9HCJ2	75.92	91.88	26.23	98.75	54.6	13.4	4.9	27.2	Good	5049	v6
Q9HCJ3	62.1	52.16	25.72	97.62	35.7	6.9	9.1	48.3	Medium	5221	v6
