uniprot_id	sequence_len	mass_recalc	isoelectric_point	gravy	aromaticity	instability_index
Q6ZNA1	936	107715.800300	9.392222	-0.851175	0.085470	45.024690
Q6ZNA5	592	66113.647800	7.114218	0.064696	0.108108	40.980912
Q6ZNC4	412	45275.599100	8.795631	-0.623544	0.065534	61.900267
Q6ZNF0	438	50478.994400	9.297131	-0.413242	0.132420	47.265548
Q6ZNG1	722	83122.732600	9.402923	-0.981440	0.078947	47.177853
Q6ZNG2	339	36554.293200	9.465651	-0.417109	0.064897	76.752242
Q6ZNI0	430	49318.223800	8.927727	-0.323023	0.104651	53.257930
Q6ZNM6	134	15451.713900	9.299194	-0.573881	0.074627	52.348507
Q6ZNR0	172	18161.503400	4.957974	0.016279	0.069767	64.087791
Q6ZP01	1051	117983.215200	5.480893	-0.705519	0.063749	41.761275
Q6ZPB5	146	16111.813900	8.994065	0.525342	0.136986	54.176027
Q6ZQQ6	2873	333211.233800	6.887488	-0.702367	0.064045	58.258695
Q6ZR52	646	75340.928800	9.435158	-0.975697	0.091331	55.941207
Q6ZR62	310	34684.821500	5.501071	-0.580968	0.054839	50.951290
Q6ZRI6	1047	110671.543100	7.719326	-0.439351	0.054441	67.568395
Q6ZRR5	245	27858.450900	8.827285	0.415918	0.146939	44.931020
Q6ZRS4	1044	115401.991400	5.184023	-0.586686	0.051724	60.666092
Q6ZS11	566	62465.513900	5.592411	-0.581272	0.045936	56.654064
Q6ZS30	2694	307233.845500	6.007677	-0.216073	0.091314	44.122591
Q6ZSI9	719	81035.901400	5.945779	-0.297497	0.101530	48.611544
Q6ZSS3	439	49204.124100	9.156332	-0.417312	0.093394	44.724852
Q6ZT07	1266	143227.175900	5.178737	-0.317062	0.095577	45.385245
Q6ZU65	1347	146086.754200	9.243106	-0.667261	0.040089	56.983823
Q6ZU67	534	58374.157800	5.754459	-0.673221	0.065543	77.747772
Q6ZU69	1335	148094.288400	8.622920	-0.514232	0.047191	66.748839
Q6ZUJ4	267	30193.755300	5.360451	-0.617978	0.059925	58.916854
Q6ZUK4	368	41671.001000	6.398388	0.267391	0.105978	35.064130
Q6ZUS6	474	52795.557300	5.916621	-0.881224	0.021097	63.369620
Q6ZUT6	534	57324.210600	9.305834	-0.941199	0.028090	72.023221
Q6ZV50	586	66265.595600	5.751333	-0.160922	0.085324	55.472543
Q6ZV89	423	46796.292300	8.894526	-0.255792	0.078014	53.786998
Q6ZVC0	841	87926.743100	9.715208	-0.653032	0.029727	66.769441
Q6ZVF9	776	82437.723500	7.520901	-0.728222	0.023196	61.892010
Q6ZVL6	1849	198996.688600	8.317340	-0.380260	0.057328	55.909578
Q6ZVT6	689	76270.644400	5.089955	-0.757475	0.049347	70.515109
Q6ZVZ8	466	50802.738600	6.488535	-0.152146	0.051502	46.408605
Q6ZWB6	473	52439.150600	8.599583	-0.681818	0.080338	52.015877
Q71RC9	77	8540.255700	8.235208	0.567532	0.038961	54.057143
Q765I0	119	13748.621300	6.105724	-0.305042	0.109244	47.257143
Q76G19	769	86169.773600	5.804705	-0.848895	0.041612	60.965280
Q76KD6	591	62398.477800	8.305220	-0.168866	0.035533	59.525381
Q76KX8	674	77165.846700	9.417687	-0.813798	0.078635	36.652671
Q7L0X2	663	75253.811900	4.867544	-0.514178	0.076923	70.049186
Q7L211	337	38547.679900	8.738641	0.159050	0.121662	38.800890
Q7L311	632	65682.700200	8.683134	-0.212816	0.049051	35.781345
Q7L945	461	52852.363200	9.182764	-0.927332	0.095445	42.953145
Q7L985	606	68065.090300	8.435511	0.017492	0.084158	42.918333
Q7RTT5	188	21591.165500	9.192370	-1.186702	0.079787	46.456915
Q7RTU0	167	17515.446300	10.242753	-0.592216	0.035928	49.307186
Q7RTU5	278	29462.014400	8.710662	-0.532734	0.086331	68.683813
Q7RTV5	226	24856.206900	9.072330	-0.103540	0.075221	59.680531
Q7RTX9	510	56253.220100	6.454318	0.451765	0.121569	41.340412
Q7Z2Q7	622	70300.542000	9.017725	0.052090	0.090032	40.788762
Q7Z304	686	77554.799500	5.046018	-0.258601	0.122449	59.351793
Q7Z309	247	26927.913200	5.979542	-0.599595	0.048583	86.618219
Q7Z388	723	83754.597000	8.413269	0.214523	0.138313	43.658838
Q7Z3E2	898	103685.422500	5.937026	-1.048107	0.028953	57.299220
Q7Z3J3	1758	197286.304000	5.898319	-0.555859	0.079067	44.964920
Q7Z3V5	609	70791.805300	8.709115	-0.918062	0.088670	38.894910
Q7Z422	152	16996.839700	8.920829	-1.132895	0.019737	82.241447
Q7Z4L0	72	8128.569100	11.999968	-0.094444	0.097222	76.925000
Q7Z4L9	309	35479.782100	8.793052	-0.290291	0.064725	40.552751
Q7Z4R8	191	20772.128200	4.745965	-0.087435	0.083770	47.858115
Q7Z4W2	148	16655.921400	8.042060	-0.222973	0.114865	14.695946
Q7Z4Y8	100	11036.841000	9.914544	0.211000	0.100000	29.454100
Q7Z572	469	52206.725500	6.741809	-0.653731	0.057569	74.049254
Q7Z5A8	133	14775.984600	8.709824	-0.139850	0.060150	58.851128
Q7Z5A9	133	14901.227300	8.486183	-0.251128	0.052632	56.222556
Q7Z5J8	1434	162023.915100	8.391930	-0.065760	0.089261	38.528675
Q7Z5L0	202	21533.856200	4.903807	-0.261386	0.089109	21.930693
Q7Z5L3	287	29467.734500	5.496012	-0.319861	0.076655	30.292718
Q7Z5L4	167	19185.561300	6.443746	-0.480240	0.047904	60.232934
Q7Z5M5	1100	125683.660100	9.280820	-0.315909	0.104545	52.184118
Q7Z5S9	345	37652.983200	6.626653	0.800870	0.142029	23.696232
Q7Z5Y7	419	47479.757000	5.161572	-0.560621	0.083532	47.246539
Q7Z692	300	32637.894500	5.735589	-0.205000	0.063333	48.180000
Q7Z6M2	555	62629.400100	6.952057	-0.082703	0.077477	50.531207
Q7Z6W1	182	20071.056800	8.897814	0.078571	0.076923	56.924725
Q7Z6W7	309	35433.232600	5.338114	-1.004531	0.132686	37.628803
Q7Z736	793	85316.341300	8.073134	-0.323960	0.050441	64.077932
Q7Z7B8	93	10649.630100	9.082064	0.021505	0.086022	18.755914
Q7Z7J9	78	8552.517500	5.224492	-0.720513	0.064103	57.670513
Q7Z7K0	106	12489.511400	8.893043	-0.797170	0.066038	46.063302
Q7Z7K2	595	65123.682800	9.122228	-0.757983	0.058824	62.620000
Q86SM5	289	31517.273900	9.592589	0.801730	0.131488	43.992457
Q86SM8	312	34285.500500	8.486441	0.737179	0.105769	43.291058
Q86T20	102	11550.244400	6.493366	-0.209804	0.078431	54.435294
Q86T29	641	74375.421200	9.316794	-0.842902	0.087363	33.267239
Q86T75	865	99431.516500	4.753127	-0.957457	0.047399	65.930647
Q86TE4	346	38957.230300	8.896847	-0.859538	0.026012	56.948844
Q86UF2	777	87898.708300	5.091205	-0.792793	0.066924	59.352304
Q86UV7	250	28516.621800	5.950667	-0.228400	0.060000	36.841200
Q86V35	215	24452.826600	4.564933	-0.118140	0.079070	40.988372
Q86V71	674	78151.563000	9.502720	-1.032344	0.091988	51.474644
Q86V85	440	49394.851100	7.012874	0.258864	0.111364	44.175273
Q86V87	743	82339.087400	5.274624	-0.134859	0.076716	52.380888
Q86V88	176	20108.619300	5.952657	-0.342614	0.102273	60.011932
Q86VE3	695	75810.862700	5.156797	-0.747914	0.051799	70.045353
Q86VG3	221	25407.034900	4.385094	-0.688235	0.063348	71.557919
Q86VH4	590	67216.576700	9.123324	-0.293220	0.089831	51.312051
Q86VQ1	547	58022.940200	9.543142	-0.738026	0.034735	86.354296
Q86VR8	437	48505.940200	10.661604	-0.343707	0.075515	56.637300
Q86VY9	491	54355.395000	9.235757	-0.371079	0.057026	45.815071
Q86W25	1043	118882.293200	5.428147	-0.219847	0.080537	44.479204
Q86W34	360	41262.872800	8.407983	-0.328333	0.111111	46.144222
Q86WR6	236	27182.041600	9.648161	-0.855085	0.067797	61.755932
Q86WR7	435	45801.425300	6.742491	-0.714023	0.036782	74.722299
Q86WT1	665	76134.917900	5.113884	-0.298496	0.103759	47.998511
Q86WZ6	799	92031.931900	9.103339	-0.999249	0.088861	43.583104
Q86X60	149	16617.157000	5.543643	0.156376	0.080537	56.534228
Q86XA9	2040	222001.412500	6.144318	0.141275	0.055392	41.812505
Q86XD8	727	80357.015500	8.659152	-0.551857	0.060523	52.409505
Q86XN6	746	87715.239400	9.215063	-1.127748	0.088472	51.288338
Q86XS5	388	44143.565600	6.137554	-0.438144	0.100515	41.580696
Q86XU0	584	67995.531200	9.303964	-0.979966	0.087329	49.365411
Q86XZ4	545	59544.026600	9.005927	-0.760734	0.044037	48.746422
Q86YB7	292	31125.822300	9.031134	0.089041	0.041096	42.090068
Q86YN1	238	27030.294000	9.477900	0.385714	0.147059	30.373529
Q86YQ8	564	63106.876200	5.663346	-0.273936	0.106383	29.575550
Q86YR6	584	66393.587800	6.318529	-0.787500	0.041096	53.076199
Q8IUA0	241	27824.267600	8.433383	-0.494191	0.095436	54.497925
Q8IUB2	231	24686.855000	7.584845	-0.190043	0.021645	52.079221
Q8IUB3	73	8325.096900	8.820129	0.395890	0.054795	46.819178
Q8IUB5	93	10386.279700	8.411013	0.059140	0.064516	69.774194
Q8IUF1	395	44033.547000	4.791834	-0.292658	0.050633	39.382532
Q8IUH2	290	32108.486400	9.179605	-0.346897	0.089655	61.311069
Q8IUK8	224	24083.620100	8.795889	0.132589	0.071429	40.879911
Q8IUL8	1156	126289.957800	8.625950	-0.393685	0.073529	50.514974
Q8IUS5	362	42323.988600	8.643550	-0.041989	0.138122	36.426796
Q8IV03	228	24411.684900	4.980426	-0.545614	0.039474	70.554386
Q8IV33	1275	147733.451700	6.179956	-0.290039	0.091765	52.595231
Q8IV35	1049	119001.862000	7.161338	-0.315443	0.095329	40.902583
Q8IV38	441	49298.188500	5.883143	-0.395238	0.054422	33.958050
Q8IV42	348	39526.195800	8.620406	-0.334195	0.083333	51.412098
Q8IV50	215	23462.881700	5.266383	-0.667442	0.041860	75.071628
Q8IVA1	136	14546.902200	4.665310	-0.929412	0.029412	63.057353
Q8IVC4	421	48271.143500	9.049185	-0.750831	0.090261	45.415439
Q8IVF6	992	115595.953900	7.923761	-0.790323	0.049395	48.135786
Q8IVN8	264	29610.237300	7.710175	-0.505682	0.102273	48.433333
Q8IVU1	814	86722.603200	7.578934	-0.197420	0.050369	39.567469
Q8IVU9	208	23882.907600	4.355424	-0.243750	0.091346	61.633702
Q8IVV8	208	23239.909200	5.430477	0.619712	0.139423	46.318798
Q8IVY1	113	12024.353000	5.457987	-0.263717	0.061947	40.831858
Q8IW50	185	20399.497600	4.529522	-0.752432	0.037838	51.720000
Q8IW70	566	61505.382600	6.719415	-0.300000	0.093640	55.472615
Q8IW92	636	72078.160100	7.199136	-0.125157	0.124214	43.163994
Q8IWB4	1347	148732.251300	8.962733	-0.586043	0.054195	65.420720
Q8IX94	777	87987.871200	5.178737	-0.795882	0.065637	62.238275
Q8IXE1	308	34695.285700	7.993322	0.902922	0.126623	34.009773
Q8IXF9	295	31474.202700	8.494370	0.353898	0.094915	37.855288
Q8IXM7	274	31064.517200	9.596393	-0.624453	0.094891	60.391277
Q8IXQ4	340	38141.371400	5.248024	-1.387941	0.052941	57.355294
Q8IXT5	1001	118101.326700	6.341265	-1.076224	0.107892	77.573636
Q8IXU6	374	41211.335900	5.856485	0.732086	0.114973	29.601337
Q8IXX5	376	42825.976900	9.277468	-0.402394	0.082447	54.334574
Q8IY51	512	57467.140600	6.045816	-0.367383	0.087891	36.759805
Q8IY85	973	110127.869200	6.150115	-0.441110	0.062693	38.632384
Q8IYA7	352	39330.676400	9.657187	-0.846591	0.062500	45.573580
Q8IYB9	648	74301.235600	9.297711	-0.923920	0.081790	57.043858
Q8IYK2	499	56908.120700	9.889531	-0.686172	0.042084	36.132465
Q8IYL3	243	25976.615700	6.446190	-0.719342	0.028807	60.365844
Q8IYM0	893	103720.441000	9.084707	-0.788354	0.061590	75.411209
Q8IYN0	542	62744.015800	9.169226	-0.887085	0.097786	49.967565
Q8IYP2	241	27084.316200	6.362636	0.191286	0.095436	33.550664
Q8IYS2	634	69156.386900	8.438154	0.024448	0.067823	46.493060
Q8IYS8	172	18074.735600	5.095752	-0.610465	0.040698	60.741279
Q8IYW4	607	67537.442200	6.162279	-0.470016	0.057661	56.405601
Q8IZ13	594	68325.913100	5.979542	-0.130303	0.107744	39.092929
Q8IZ16	206	23861.623100	10.408372	-0.452913	0.067961	64.149515
Q8IZ40	523	58011.254200	9.083676	-0.750287	0.055449	71.183556
Q8IZ81	293	34960.187800	8.117166	-0.305802	0.146758	38.731126
Q8IZD0	417	45055.341100	9.408274	-0.967146	0.043165	77.691367
Q8IZM8	1128	127874.800400	5.149636	-0.489007	0.077128	50.838484
Q8IZN7	70	7845.466100	9.445859	0.374286	0.071429	42.064286
Q8IZU2	1322	147701.642600	6.005574	-0.113691	0.093797	42.331399
Q8IZU8	1212	139235.871600	8.481477	-0.196947	0.135314	37.266708
Q8IZY5	108	12044.885800	6.726179	-0.020370	0.064815	60.390741
Q8N0V4	545	62297.636600	6.474837	-0.106789	0.119266	49.844055
Q8N0Y3	316	35723.967200	9.034551	0.896203	0.113924	39.681044
Q8N0Y5	310	34660.639800	8.555422	0.852258	0.141935	35.808161
Q8N0Z2	381	43116.959700	8.696157	-0.942782	0.060367	52.562992
Q8N0Z9	540	59216.188100	4.619555	-0.136852	0.070370	61.574074
Q8N127	324	36652.115300	8.633816	0.800926	0.151235	40.366420
Q8N129	248	28309.400600	4.596535	-0.696774	0.056452	55.973790
Q8N141	532	62577.333400	9.199332	-0.843421	0.090226	47.504323
Q8N146	312	35218.336100	8.532278	0.580769	0.115385	37.998462
Q8N148	313	34902.117800	8.323271	0.746006	0.124601	28.566166
Q8N162	312	35421.592500	9.025848	0.659615	0.131410	39.462596
Q8N1A6	199	23467.387200	5.267690	-0.554774	0.150754	47.668844
Q8N1D5	194	23033.000100	9.730100	-0.990206	0.123711	54.647938
Q8N1E2	194	21430.342800	8.465618	-0.239175	0.082474	52.523196
Q8N1W2	664	74459.975000	6.330636	-0.543373	0.070783	54.918238
Q8N228	414	45022.154700	9.783416	-0.470290	0.055556	56.092029
Q8N283	1001	109935.451800	5.755425	-0.650849	0.026973	59.057942
Q8N2E2	1590	176778.661700	5.423429	-0.311698	0.091195	47.119881
Q8N2I2	560	63321.004600	8.718591	-0.757857	0.078571	53.823589
Q8N323	547	63177.304800	8.782673	-0.221572	0.107861	34.633291
Q8N328	593	67594.145800	7.814293	-0.468128	0.101180	46.915346
Q8N336	334	39051.110700	8.778805	-0.341018	0.101796	42.701257
Q8N349	312	35634.094500	9.087286	0.575000	0.144231	47.470577
Q8N3F9	429	47074.064800	7.159633	0.379720	0.109557	43.390210
Q8N3H0	131	14619.957900	9.458302	-0.331298	0.053435	49.062595
Q8N3R3	496	57924.140500	8.898587	-0.400000	0.098790	48.995040
Q8N3S3	785	88756.258800	9.087995	-0.175924	0.087898	39.744204
Q8N3T6	1108	121785.572400	5.946632	-0.317329	0.064982	43.861462
Q8N3Z0	413	47097.450700	9.716304	-0.607506	0.092010	40.486199
Q8N3Z3	284	32146.143100	9.472549	-0.082394	0.091549	45.910915
Q8N413	288	31905.636000	9.316278	0.129861	0.118056	45.364931
Q8N434	492	53990.599700	9.069364	0.700813	0.109756	38.907317
Q8N456	261	29736.497400	9.831509	-0.421456	0.045977	41.674330
Q8N468	514	56264.547900	8.674882	0.557198	0.116732	38.846518
Q8N4B4	442	52645.405400	9.095474	-0.278281	0.122172	41.845498
Q8N4E4	241	28070.565400	4.786548	-0.629461	0.070539	46.686722
Q8N4F7	328	38265.712600	9.071234	0.217988	0.146341	34.923232
Q8N4H0	392	45057.616200	9.220349	-0.624235	0.096939	55.940816
Q8N4S0	544	64001.328100	4.906535	-1.247794	0.068015	67.701287
Q8N4V2	548	60768.467000	5.603040	0.430292	0.114964	42.004015
Q8N4Z0	218	24133.178200	6.594937	-0.319725	0.068807	48.252339
Q8N567	271	30476.686900	9.326142	-0.865314	0.059041	48.445387
Q8N584	583	65869.008200	6.587264	-0.200858	0.092624	45.718525
Q8N587	486	55196.504600	9.089800	-0.617078	0.098765	35.968724
Q8N5C6	995	111774.297600	8.942877	-0.411558	0.057286	44.194673
Q8N5J4	248	29179.586100	9.023269	-0.781048	0.129032	49.107339
Q8N5T2	526	60206.969300	5.674316	0.007605	0.114068	42.340342
Q8N5U1	240	25049.901900	5.632255	0.590417	0.087500	49.922083
Q8N5W9	214	22881.604900	5.272294	-0.297196	0.070093	52.350000
Q8N5X7	224	24440.544700	5.981701	-0.213839	0.080357	52.232188
Q8N660	670	77562.138000	4.631378	-0.945522	0.070149	69.201836
Q8N687	156	17536.892400	5.307932	-0.313462	0.064103	69.791667
Q8N688	67	8104.764600	9.772907	-0.271642	0.134328	27.867164
Q8N6M5	391	43558.133400	5.794303	-0.296419	0.092072	43.788747
Q8N6M8	205	23698.269900	9.680782	-0.561463	0.063415	49.852683
Q8N6M9	145	16477.079000	8.702861	-0.624828	0.068966	40.571034
Q8N6N3	182	20598.530400	5.137642	-1.351648	0.071429	70.341758
Q8N6N6	113	13031.877800	8.843531	-0.413274	0.079646	41.590265
Q8N6N7	88	9790.169700	6.258564	-0.448864	0.079545	29.472727
Q8N6Q1	288	34174.039900	5.834034	-0.563889	0.072917	45.125347
Q8N6Y2	441	51798.944800	8.495402	-0.611338	0.102041	56.146712
Q8N782	479	56028.822700	9.037839	-0.981211	0.089770	51.069311
Q8N7C7	305	34396.461200	8.487537	0.003279	0.095082	48.189541
Q8N7F7	174	19908.622500	5.631687	-0.540230	0.034483	57.381034
Q8N7G0	328	36050.734300	10.112527	-0.237805	0.070122	54.682652
Q8N7M0	179	20729.661400	9.036292	-0.342458	0.089385	47.718994
Q8N7N1	330	36786.822000	5.853927	-0.043939	0.072727	39.782121
Q8N7P1	536	61311.562500	8.934561	-0.351679	0.102612	42.774478
Q8N7Q3	588	67623.507900	9.104435	-0.906293	0.095238	53.807483
Q8N7S2	189	21433.259200	7.916798	-0.465608	0.111111	53.283598
Q8N7X2	386	42495.821900	10.011054	-0.600777	0.085492	73.171528
Q8N7Z5	1873	210813.223500	5.820620	-0.732461	0.050721	53.879242
Q8N815	330	36920.177200	6.463071	0.050303	0.072727	43.253636
Q8N878	549	62522.135100	8.520996	-0.623315	0.067395	56.734608
Q8N8C0	355	41525.801000	10.395092	-0.061690	0.073239	45.854930
Q8N8D1	485	54699.284600	9.968311	-0.784948	0.059794	76.170742
Q8N8F7	131	14461.442200	5.215569	0.016794	0.053435	38.148092
Q8N8M0	369	40520.801500	6.490695	-0.234688	0.065041	42.478049
Q8N8R5	385	43447.915700	8.305607	-0.417662	0.096104	44.804182
Q8N8U3	475	52816.412900	4.428008	-0.558947	0.071579	59.540211
Q8N8Z6	715	77919.567200	8.263574	-0.479441	0.076923	36.631203
Q8N944	861	90443.664200	5.484474	-0.572590	0.047619	57.042276
Q8N957	1146	129668.585000	7.242561	-0.481239	0.074171	57.620349
Q8N961	1025	113654.900100	5.866887	-0.234439	0.070244	51.064010
Q8N967	370	41157.172600	8.174865	-0.226486	0.059459	58.796216
Q8N972	641	74651.736400	9.216481	-1.124805	0.107644	48.389704
Q8N998	374	43808.090500	5.327314	-0.990642	0.024064	68.326738
Q8N9B8	481	54555.301100	7.601670	-0.273181	0.085239	40.218295
Q8N9F8	522	60007.376000	8.960541	-0.862835	0.078544	46.156130
Q8N9K5	539	62444.338100	8.583917	-0.775139	0.083488	44.140074
Q8N9M1	422	44745.778100	10.122197	-0.294313	0.030806	51.677725
Q8N9N7	239	26753.880400	8.702990	-0.166109	0.037657	41.485774
Q8N9T8	703	82597.063300	5.064548	-1.425747	0.082504	68.415818
Q8N9U0	490	55283.496600	9.290684	-0.376327	0.091837	53.157000
Q8N9V7	1692	190924.788300	8.158426	-0.542080	0.066194	49.124775
Q8N9W8	422	47075.794300	5.595708	-0.393365	0.061611	48.910427
Q8N9Y4	354	38723.137100	9.748474	-0.638701	0.059322	67.894915
Q8NA03	581	66120.466900	5.076029	-0.904819	0.037866	57.051979
Q8NA23	367	40839.553900	8.645226	-0.164578	0.073569	43.378202
Q8NA47	563	66249.542400	9.084192	-0.803375	0.060391	50.423801
Q8NA69	505	57330.473200	9.043577	-0.819208	0.087129	54.784396
Q8NAA5	344	37779.680900	8.656831	-0.440407	0.043605	47.758140
Q8NAB2	612	69838.706600	5.178282	-0.176961	0.120915	37.589902
Q8NB42	609	70901.363900	8.352476	-0.803612	0.105090	45.763711
Q8NB46	1076	115075.464200	6.014839	-0.053532	0.049257	31.827602
Q8NB50	900	102510.043600	9.239754	-0.978778	0.076667	51.439667
Q8NBE8	558	63922.464500	5.399613	-0.161111	0.120072	51.453620
Q8NBL3	297	33018.152400	8.833410	0.159259	0.097643	45.896633
Q8NBP5	474	50617.901300	9.284495	0.548312	0.080169	38.379135
Q8NC74	664	71430.723300	6.082761	-0.943976	0.015060	67.829367
Q8NCI6	653	74822.110500	9.047574	-0.314855	0.122511	41.083017
Q8NCL9	501	55634.157200	9.152979	-0.288623	0.085828	60.478084
Q8NCN5	879	99363.345400	5.931115	-0.259841	0.103527	43.375119
Q8NCQ5	510	57257.626200	8.881697	-0.030196	0.111765	39.693765
Q8NCR9	226	25321.059200	9.300225	0.318142	0.137168	32.785044
Q8NCX0	1101	128759.100500	6.583058	-0.918801	0.029064	53.372843
Q8ND61	904	101265.317600	9.243880	-0.391261	0.076327	54.405763
Q8NDW4	579	67085.909100	8.590880	-0.896373	0.100173	35.720380
Q8NDY3	354	40104.166100	5.582067	-0.424859	0.104520	39.007966
Q8NDY6	225	23664.506200	9.367401	-0.411111	0.048889	60.164889
Q8NDZ6	487	55481.043900	8.591782	0.409240	0.123203	38.120986
Q8NE00	496	55678.335800	6.785746	0.460282	0.141129	37.742984
Q8NE18	718	81038.503900	8.947196	-0.359610	0.068245	49.271309
Q8NE22	299	34094.777600	8.925277	-0.223411	0.113712	51.170903
Q8NE65	375	43874.891000	9.225893	-0.829867	0.117333	34.401333
Q8NEA5	215	24150.679400	9.064658	-0.387442	0.055814	63.405581
Q8NEC7	633	71078.077300	8.043027	-0.126066	0.066351	45.581359
Q8NEG5	633	72731.253500	8.947970	-0.530332	0.071090	52.738231
Q8NEG7	585	66463.583800	9.106756	-0.196239	0.090598	55.333846
Q8NEK5	533	62727.063700	8.366852	-0.853659	0.110694	42.109568
Q8NEM1	530	61797.336700	9.190113	-0.863962	0.100000	44.702453
Q8NEM2	672	75689.638700	4.663151	-0.284821	0.087798	44.710595
Q8NEP7	349	37753.297900	8.709308	-0.316619	0.077364	48.103181
Q8NES8	71	8058.429800	8.260673	-0.046479	0.098592	70.766197
Q8NEW7	156	17241.267100	9.433417	-0.291667	0.057692	33.254487
Q8NFQ5	453	49716.111100	8.970856	0.140618	0.059603	33.887417
Q8NFQ6	507	56468.423300	5.558819	0.142604	0.106509	40.920335
Q8NFR7	591	71075.273700	8.995419	-0.876819	0.076142	55.794433
Q8NFU4	85	9700.220300	9.297518	-0.094118	0.141176	73.601176
Q8NFV5	336	40667.435600	9.522641	-0.808631	0.116071	77.674107
Q8NFZ6	395	44475.837400	9.518193	0.391392	0.129114	45.035190
Q8NG35	78	8922.479500	8.712403	0.035897	0.128205	42.706538
Q8NG41	125	13096.999500	9.967344	-0.027200	0.056000	65.271200
Q8NG75	326	36884.434800	7.573648	0.796012	0.144172	43.091472
Q8NG76	320	35875.218500	8.908322	0.472812	0.106250	40.111312
Q8NG77	320	35945.248800	8.960735	0.441250	0.106250	41.032250
Q8NG78	346	38797.752400	8.651351	0.755202	0.124277	50.411012
Q8NG80	312	35648.033000	8.874476	0.667628	0.160256	43.044936
Q8NG81	312	34902.177600	7.522436	0.684936	0.125000	34.133397
Q8NG83	312	34827.061600	8.446599	0.694872	0.128205	38.263846
Q8NG85	312	35281.590000	8.958220	0.648077	0.141026	42.639808
Q8NG92	308	34569.916300	9.246974	0.703247	0.120130	28.406234
Q8NG94	326	36577.171000	8.350541	0.740491	0.147239	46.151902
Q8NG95	312	34439.046000	8.533632	0.870192	0.099359	30.397147
Q8NG97	314	34443.507900	7.569442	0.720064	0.098726	41.643376
Q8NG99	324	35930.674100	8.508940	0.850926	0.104938	40.875031
Q8NGA1	313	34839.478400	9.180701	0.773163	0.108626	41.312492
Q8NGA5	316	35764.456100	8.916252	0.814557	0.139241	41.181677
Q8NGA6	315	34899.683500	8.917605	0.861270	0.120635	38.667302
Q8NGA8	305	34211.533700	8.690161	0.833443	0.134426	32.504033
Q8NGB2	326	36861.835300	6.565722	0.866871	0.131902	36.188374
Q8NGB4	309	34799.222200	9.000512	0.626537	0.113269	40.359547
Q8NGB6	313	35415.921000	7.475601	0.780511	0.130990	38.471917
Q8NGB8	312	35369.057300	8.837987	0.819872	0.141026	38.912276
Q8NGB9	312	35354.091800	8.881568	0.955449	0.147436	36.501987
Q8NGC0	362	40657.918000	9.236853	0.587293	0.127072	44.275166
Q8NGC1	345	38870.956700	9.470551	0.661449	0.136232	44.574000
Q8NGC2	313	35465.706500	8.260350	0.703514	0.130990	35.639329
Q8NGC3	310	34296.539500	8.842564	0.767742	0.116129	30.955839
Q8NGC4	313	35054.492400	9.173416	0.738658	0.121406	36.547636
Q8NGC5	347	38682.697400	8.843467	0.778098	0.112392	37.176686
Q8NGC6	312	34979.754600	9.075746	0.915385	0.118590	30.271186
Q8NGC7	330	36787.685600	8.591589	0.839091	0.136364	41.150667
Q8NGC9	324	36885.871000	9.052602	0.829321	0.163580	50.233765
Q8NGD1	307	34720.414100	9.062659	0.842671	0.136808	35.136515
Q8NGD2	314	35356.869400	7.592348	0.867834	0.140127	36.382834
Q8NGD3	323	36257.849000	8.774486	0.913932	0.133127	40.029474
Q8NGD4	311	35200.314900	6.428854	0.766238	0.135048	38.892026
Q8NGD5	310	35052.505300	8.460589	0.787419	0.138710	35.199387
Q8NGE0	317	35697.913600	8.461105	0.658991	0.132492	36.825552
Q8NGE1	309	35009.565700	8.912126	0.765049	0.132686	36.287735
Q8NGE2	309	34901.226300	8.663342	0.715534	0.129450	44.122686
Q8NGE5	316	35694.318800	8.780868	0.682595	0.126582	38.942120
Q8NGE7	335	37745.521700	8.675333	0.645970	0.122388	36.677970
Q8NGE8	314	35666.067900	9.084579	0.599363	0.117834	40.606401
Q8NGE9	314	35362.386600	8.828639	0.654777	0.140127	34.536975
Q8NGF0	335	36962.885300	8.611187	0.889851	0.107463	36.175552
Q8NGF1	315	34942.441400	8.494370	0.847302	0.111111	44.324127
Q8NGF3	324	35838.922600	8.987167	0.954321	0.104938	39.899414
Q8NGF4	316	35507.151900	8.900973	0.723734	0.132911	34.195981
Q8NGF6	305	33375.292500	6.830649	0.901311	0.108197	51.702295
Q8NGF7	314	35090.334300	7.560518	0.747134	0.121019	36.658981
Q8NGF8	309	34455.642700	7.542955	0.850809	0.122977	49.844045
Q8NGF9	303	34288.774700	8.749988	0.900000	0.145215	37.822475
Q8NGG0	315	35480.947500	8.620857	0.733016	0.126984	41.391556
Q8NGG1	315	35159.377600	8.514162	0.791746	0.120635	41.809302
Q8NGG3	340	38345.941300	8.304898	0.617353	0.132353	43.982118
Q8NGG4	311	35227.499900	9.032037	0.619293	0.118971	43.018392
Q8NGG5	319	36580.673700	9.183860	0.810031	0.137931	30.758401
Q8NGG6	310	34371.611800	8.506039	0.862258	0.129032	40.906194
Q8NGG7	326	36387.994800	8.686680	0.673926	0.116564	48.139325
Q8NGG8	313	35304.832800	9.071169	0.771246	0.134185	44.749553
Q8NGH3	330	37488.256800	9.209970	0.612121	0.133333	37.365242
Q8NGH5	318	35822.632100	9.029136	0.814151	0.110063	39.889623
Q8NGH8	313	35115.820600	9.029007	0.838658	0.105431	41.390735
