pdb_id	uniprot_id	experimental_method	resolution	release_date	ligand_count	source	fetch_date
7ODR	Q9NZE8	ELECTRON MICROSCOPY	2.9	2021-06-23	6	RCSB_DATA_API	2026-04-11
7ODS	Q9NZE8	ELECTRON MICROSCOPY	3.1	2021-06-23	7	RCSB_DATA_API	2026-04-11
7ODT	Q9NZE8	ELECTRON MICROSCOPY	3.1	2021-06-23	7	RCSB_DATA_API	2026-04-11
7OF0	Q9NZE8	ELECTRON MICROSCOPY	2.2	2021-06-09	2	RCSB_DATA_API	2026-04-11
7OF2	Q9NZE8	ELECTRON MICROSCOPY	2.7	2021-06-02	3	RCSB_DATA_API	2026-04-11
7OF3	Q9NZE8	ELECTRON MICROSCOPY	2.7	2021-05-19	3	RCSB_DATA_API	2026-04-11
7OF4	Q9NZE8	ELECTRON MICROSCOPY	2.7	2021-06-09	3	RCSB_DATA_API	2026-04-11
7OF5	Q9NZE8	ELECTRON MICROSCOPY	2.9	2021-06-09	3	RCSB_DATA_API	2026-04-11
7OF6	Q9NZE8	ELECTRON MICROSCOPY	2.6	2021-06-09	3	RCSB_DATA_API	2026-04-11
7OF7	Q9NZE8	ELECTRON MICROSCOPY	2.5	2021-06-23	2	RCSB_DATA_API	2026-04-11
7OG4	Q9NZE8	ELECTRON MICROSCOPY	3.8	2021-06-23	5	RCSB_DATA_API	2026-04-11
7OI7	Q9NZE8	ELECTRON MICROSCOPY	3.5	2021-09-15	3	RCSB_DATA_API	2026-04-11
7OI8	Q9NZE8	ELECTRON MICROSCOPY	3.5	2021-09-15	3	RCSB_DATA_API	2026-04-11
7OI9	Q9NZE8	ELECTRON MICROSCOPY	3.3	2021-09-15	3	RCSB_DATA_API	2026-04-11
7OIA	Q9NZE8	ELECTRON MICROSCOPY	3.2	2021-09-15	2	RCSB_DATA_API	2026-04-11
7OIB	Q9NZE8	ELECTRON MICROSCOPY	3.3	2021-09-15	2	RCSB_DATA_API	2026-04-11
7OIC	Q9NZE8	ELECTRON MICROSCOPY	3.1	2021-09-15	4	RCSB_DATA_API	2026-04-11
7OID	Q9NZE8	ELECTRON MICROSCOPY	3.7	2021-09-15	3	RCSB_DATA_API	2026-04-11
7OIE	Q9NZE8	ELECTRON MICROSCOPY	3.5	2021-09-15	3	RCSB_DATA_API	2026-04-11
7PD3	Q9NZE8	ELECTRON MICROSCOPY	3.4	2021-11-17	5	RCSB_DATA_API	2026-04-11
7PO4	Q9NZE8	ELECTRON MICROSCOPY	2.56	2022-06-15	5	RCSB_DATA_API	2026-04-11
7QH6	Q9NZE8	ELECTRON MICROSCOPY	3.08	2022-03-02	1	RCSB_DATA_API	2026-04-11
7QH7	Q9NZE8	ELECTRON MICROSCOPY	2.89	2022-05-18	2	RCSB_DATA_API	2026-04-11
7QI4	Q9NZE8	ELECTRON MICROSCOPY	2.21	2022-07-13	11	RCSB_DATA_API	2026-04-11
7QI5	Q9NZE8	ELECTRON MICROSCOPY	2.63	2023-07-05	11	RCSB_DATA_API	2026-04-11
7QI6	Q9NZE8	ELECTRON MICROSCOPY	2.98	2023-05-17	11	RCSB_DATA_API	2026-04-11
8ANY	Q9NZE8	ELECTRON MICROSCOPY	2.85	2023-08-16	11	RCSB_DATA_API	2026-04-11
8K2A	Q9NZE8	ELECTRON MICROSCOPY	2.9	2024-07-10	4	RCSB_DATA_API	2026-04-11
8K2B	Q9NZE8	ELECTRON MICROSCOPY	3.4	2024-07-10	4	RCSB_DATA_API	2026-04-11
8OIR	Q9NZE8	ELECTRON MICROSCOPY	3.1	2023-06-14	8	RCSB_DATA_API	2026-04-11
8OIT	Q9NZE8	ELECTRON MICROSCOPY	2.9	2023-06-14	6	RCSB_DATA_API	2026-04-11
8PK0	Q9NZE8	ELECTRON MICROSCOPY	3.03	2023-12-13	6	RCSB_DATA_API	2026-04-11
8QSJ	Q9NZE8	ELECTRON MICROSCOPY	3	2023-12-13	6	RCSB_DATA_API	2026-04-11
8QU1	Q9NZE8	ELECTRON MICROSCOPY	2.74	2024-06-26	0	RCSB_DATA_API	2026-04-11
8QU5	Q9NZE8	ELECTRON MICROSCOPY	2.42	2024-06-26	3	RCSB_DATA_API	2026-04-11
8RRI	Q9NZE8	ELECTRON MICROSCOPY	2.4	2025-03-12	7	RCSB_DATA_API	2026-04-11
8XT0	Q9NZE8	ELECTRON MICROSCOPY	3.2	2024-07-10	4	RCSB_DATA_API	2026-04-11
8XT1	Q9NZE8	ELECTRON MICROSCOPY	3.1	2024-07-10	3	RCSB_DATA_API	2026-04-11
8XT2	Q9NZE8	ELECTRON MICROSCOPY	3.3	2024-07-10	4	RCSB_DATA_API	2026-04-11
8XT3	Q9NZE8	ELECTRON MICROSCOPY	3.1	2024-07-10	3	RCSB_DATA_API	2026-04-11
8SZB	Q9NZG7	ELECTRON MICROSCOPY	3.07	2023-06-14	1	RCSB_DATA_API	2026-04-11
5HN1	Q9NZH6	X-RAY DIFFRACTION	2.25	2017-02-22	1	RCSB_DATA_API	2026-04-11
6NCU	Q9NZH6	X-RAY DIFFRACTION	3.5	2019-03-13	0	RCSB_DATA_API	2026-04-11
4IZE	Q9NZH8	X-RAY DIFFRACTION	2	2014-06-25	0	RCSB_DATA_API	2026-04-11
4P0J	Q9NZH8	X-RAY DIFFRACTION	2.298	2014-06-25	0	RCSB_DATA_API	2026-04-11
4P0K	Q9NZH8	X-RAY DIFFRACTION	1.7	2014-06-25	0	RCSB_DATA_API	2026-04-11
4P0L	Q9NZH8	X-RAY DIFFRACTION	1.55	2014-06-25	0	RCSB_DATA_API	2026-04-11
6P9E	Q9NZH8	X-RAY DIFFRACTION	2	2019-06-26	1	RCSB_DATA_API	2026-04-11
1S1E	Q9NZI2	X-RAY DIFFRACTION	2.3	2005-01-11	1	RCSB_DATA_API	2026-04-11
2I2R	Q9NZI2	X-RAY DIFFRACTION	3.35	2006-10-24	3	RCSB_DATA_API	2026-04-11
2NZ0	Q9NZI2	X-RAY DIFFRACTION	3.2	2006-12-26	2	RCSB_DATA_API	2026-04-11
7E83	Q9NZI2	ELECTRON MICROSCOPY	3.1	2021-10-13	0	RCSB_DATA_API	2026-04-11
7E84	Q9NZI2	ELECTRON MICROSCOPY	3.1	2021-10-13	0	RCSB_DATA_API	2026-04-11
7F3F	Q9NZI2	ELECTRON MICROSCOPY	3.1	2021-10-13	0	RCSB_DATA_API	2026-04-11
7W6N	Q9NZI2	ELECTRON MICROSCOPY	3.4	2022-11-02	0	RCSB_DATA_API	2026-04-11
7W6T	Q9NZI2	ELECTRON MICROSCOPY	3.85	2022-11-02	0	RCSB_DATA_API	2026-04-11
5MPF	Q9NZI5	X-RAY DIFFRACTION	2.918	2018-01-17	0	RCSB_DATA_API	2026-04-11
5MPH	Q9NZI5	X-RAY DIFFRACTION	2.337	2018-01-17	1	RCSB_DATA_API	2026-04-11
5MPI	Q9NZI5	X-RAY DIFFRACTION	2.345	2018-01-17	0	RCSB_DATA_API	2026-04-11
3KRM	Q9NZI8	X-RAY DIFFRACTION	2.75	2010-02-09	1	RCSB_DATA_API	2026-04-11
6QEY	Q9NZI8	X-RAY DIFFRACTION	2.2	2019-03-27	2	RCSB_DATA_API	2026-04-11
6QC0	Q9NZJ0	X-RAY DIFFRACTION	3.5	2019-01-23	0	RCSB_DATA_API	2026-04-11
1IUR	Q9NZJ4	SOLUTION NMR		2003-10-07	0	RCSB_DATA_API	2026-04-11
3O10	Q9NZJ4	X-RAY DIFFRACTION	1.9	2011-03-30	1	RCSB_DATA_API	2026-04-11
5V44	Q9NZJ4	X-RAY DIFFRACTION	1.56	2017-05-24	1	RCSB_DATA_API	2026-04-11
5V45	Q9NZJ4	X-RAY DIFFRACTION	1.91	2017-05-24	0	RCSB_DATA_API	2026-04-11
5V46	Q9NZJ4	X-RAY DIFFRACTION	1.8	2017-05-24	0	RCSB_DATA_API	2026-04-11
5VSX	Q9NZJ4	X-RAY DIFFRACTION	2.1	2017-05-31	0	RCSB_DATA_API	2026-04-11
5VSZ	Q9NZJ4	X-RAY DIFFRACTION	2.4	2017-05-31	0	RCSB_DATA_API	2026-04-11
4G31	Q9NZJ5	X-RAY DIFFRACTION	2.28	2012-08-08	2	RCSB_DATA_API	2026-04-11
4G34	Q9NZJ5	X-RAY DIFFRACTION	2.7	2012-08-08	1	RCSB_DATA_API	2026-04-11
4M7I	Q9NZJ5	X-RAY DIFFRACTION	2.34	2014-09-03	1	RCSB_DATA_API	2026-04-11
4X7H	Q9NZJ5	X-RAY DIFFRACTION	2	2015-02-04	2	RCSB_DATA_API	2026-04-11
4X7J	Q9NZJ5	X-RAY DIFFRACTION	2.3	2015-01-28	2	RCSB_DATA_API	2026-04-11
4X7K	Q9NZJ5	X-RAY DIFFRACTION	1.8	2015-01-28	3	RCSB_DATA_API	2026-04-11
4X7L	Q9NZJ5	X-RAY DIFFRACTION	1.9	2015-01-28	3	RCSB_DATA_API	2026-04-11
4X7N	Q9NZJ5	X-RAY DIFFRACTION	2.35	2015-01-28	2	RCSB_DATA_API	2026-04-11
4X7O	Q9NZJ5	X-RAY DIFFRACTION	2.65	2015-01-28	1	RCSB_DATA_API	2026-04-11
4YZS	Q9NZJ5	X-RAY DIFFRACTION	3.14	2015-05-13	1	RCSB_DATA_API	2026-04-11
5SV7	Q9NZJ5	X-RAY DIFFRACTION	3.209	2017-03-01	0	RCSB_DATA_API	2026-04-11
7MF0	Q9NZJ5	X-RAY DIFFRACTION	2.809	2021-05-19	1	RCSB_DATA_API	2026-04-11
8EQ9	Q9NZJ5	X-RAY DIFFRACTION	2.86	2022-11-30	1	RCSB_DATA_API	2026-04-11
8EQD	Q9NZJ5	X-RAY DIFFRACTION	2.92	2022-11-30	1	RCSB_DATA_API	2026-04-11
8EQE	Q9NZJ5	X-RAY DIFFRACTION	2.559	2022-11-30	1	RCSB_DATA_API	2026-04-11
5LTU	Q9NZJ9	X-RAY DIFFRACTION	2.23	2017-09-20	1	RCSB_DATA_API	2026-04-11
7NNJ	Q9NZJ9	X-RAY DIFFRACTION	1.755	2022-03-23	3	RCSB_DATA_API	2026-04-11
3LGD	Q9NZK5	X-RAY DIFFRACTION	2	2010-02-09	4	RCSB_DATA_API	2026-04-11
3LGG	Q9NZK5	X-RAY DIFFRACTION	2.5	2010-02-09	3	RCSB_DATA_API	2026-04-11
5WZM	Q9NZK7	X-RAY DIFFRACTION	2	2018-01-24	3	RCSB_DATA_API	2026-04-11
5WZO	Q9NZK7	X-RAY DIFFRACTION	1.9	2018-01-24	4	RCSB_DATA_API	2026-04-11
5WZS	Q9NZK7	X-RAY DIFFRACTION	2.3	2018-01-24	5	RCSB_DATA_API	2026-04-11
5WZT	Q9NZK7	X-RAY DIFFRACTION	2.4	2018-01-24	4	RCSB_DATA_API	2026-04-11
5WZU	Q9NZK7	X-RAY DIFFRACTION	2.2	2018-01-24	5	RCSB_DATA_API	2026-04-11
5WZV	Q9NZK7	X-RAY DIFFRACTION	2.2	2018-01-24	5	RCSB_DATA_API	2026-04-11
5WZW	Q9NZK7	X-RAY DIFFRACTION	1.95	2018-01-24	4	RCSB_DATA_API	2026-04-11
5Y5E	Q9NZK7	X-RAY DIFFRACTION	1.8	2018-06-20	6	RCSB_DATA_API	2026-04-11
6KQU	Q9NZK7	X-RAY DIFFRACTION	2	2020-08-19	5	RCSB_DATA_API	2026-04-11
2ELY	Q9NZL3	SOLUTION NMR		2007-10-02	1	RCSB_DATA_API	2026-04-11
2ELZ	Q9NZL3	SOLUTION NMR		2007-10-02	1	RCSB_DATA_API	2026-04-11
2EM0	Q9NZL3	SOLUTION NMR		2007-10-02	1	RCSB_DATA_API	2026-04-11
2EM6	Q9NZL3	SOLUTION NMR		2007-10-02	1	RCSB_DATA_API	2026-04-11
2EM7	Q9NZL3	SOLUTION NMR		2007-10-02	1	RCSB_DATA_API	2026-04-11
2EM8	Q9NZL3	SOLUTION NMR		2007-10-02	1	RCSB_DATA_API	2026-04-11
2EM9	Q9NZL3	SOLUTION NMR		2007-10-02	1	RCSB_DATA_API	2026-04-11
2EN1	Q9NZL3	SOLUTION NMR		2007-10-02	1	RCSB_DATA_API	2026-04-11
2EN8	Q9NZL3	SOLUTION NMR		2007-10-02	1	RCSB_DATA_API	2026-04-11
2ENA	Q9NZL3	SOLUTION NMR		2007-10-02	1	RCSB_DATA_API	2026-04-11
2ENC	Q9NZL3	SOLUTION NMR		2007-10-02	1	RCSB_DATA_API	2026-04-11
2EOQ	Q9NZL3	SOLUTION NMR		2007-10-02	1	RCSB_DATA_API	2026-04-11
2EOR	Q9NZL3	SOLUTION NMR		2007-10-02	1	RCSB_DATA_API	2026-04-11
2EQ4	Q9NZL3	SOLUTION NMR		2007-10-02	1	RCSB_DATA_API	2026-04-11
2YSP	Q9NZL3	SOLUTION NMR		2007-10-09	1	RCSB_DATA_API	2026-04-11
2YTH	Q9NZL3	SOLUTION NMR		2007-10-09	1	RCSB_DATA_API	2026-04-11
1XQR	Q9NZL4	X-RAY DIFFRACTION	2.1	2005-03-01	0	RCSB_DATA_API	2026-04-11
1XQS	Q9NZL4	X-RAY DIFFRACTION	2.9	2005-03-01	1	RCSB_DATA_API	2026-04-11
8X87	Q9NZL4	X-RAY DIFFRACTION	2.2	2023-12-06	0	RCSB_DATA_API	2026-04-11
2YDX	Q9NZL9	X-RAY DIFFRACTION	2.8	2011-04-27	5	RCSB_DATA_API	2026-04-11
2YDY	Q9NZL9	X-RAY DIFFRACTION	2.25	2011-04-20	2	RCSB_DATA_API	2026-04-11
4KTT	Q9NZL9	X-RAY DIFFRACTION	2.59	2014-07-16	4	RCSB_DATA_API	2026-04-11
4KTV	Q9NZL9	X-RAY DIFFRACTION	3.3	2014-07-16	5	RCSB_DATA_API	2026-04-11
4NDN	Q9NZL9	X-RAY DIFFRACTION	2.34	2014-07-16	4	RCSB_DATA_API	2026-04-11
2DMH	Q9NZM1	SOLUTION NMR		2006-10-21	0	RCSB_DATA_API	2026-04-11
2K2O	Q9NZM1	SOLUTION NMR		2008-06-10	0	RCSB_DATA_API	2026-04-11
6EEL	Q9NZM1	X-RAY DIFFRACTION	1.93	2019-05-22	1	RCSB_DATA_API	2026-04-11
1J3T	Q9NZM3	SOLUTION NMR		2004-06-15	0	RCSB_DATA_API	2026-04-11
1UDL	Q9NZM3	SOLUTION NMR		2003-11-01	0	RCSB_DATA_API	2026-04-11
1UE9	Q9NZM3	SOLUTION NMR		2003-11-09	0	RCSB_DATA_API	2026-04-11
1UFF	Q9NZM3	SOLUTION NMR		2003-11-29	0	RCSB_DATA_API	2026-04-11
1UHF	Q9NZM3	SOLUTION NMR		2004-08-10	0	RCSB_DATA_API	2026-04-11
3GF9	Q9NZM3	X-RAY DIFFRACTION	2.5	2009-03-10	1	RCSB_DATA_API	2026-04-11
3JZY	Q9NZM3	X-RAY DIFFRACTION	1.56	2009-10-06	1	RCSB_DATA_API	2026-04-11
4IIO	Q9NZM3	X-RAY DIFFRACTION	1.7	2013-12-25	3	RCSB_DATA_API	2026-04-11
8FKZ	Q9NZM5	ELECTRON MICROSCOPY	3.04	2023-07-12	4	RCSB_DATA_API	2026-04-11
8FL2	Q9NZM5	ELECTRON MICROSCOPY	2.67	2023-07-12	5	RCSB_DATA_API	2026-04-11
8FL3	Q9NZM5	ELECTRON MICROSCOPY	2.53	2023-07-12	5	RCSB_DATA_API	2026-04-11
8FL4	Q9NZM5	ELECTRON MICROSCOPY	2.89	2023-07-12	5	RCSB_DATA_API	2026-04-11
8FL6	Q9NZM5	ELECTRON MICROSCOPY	2.62	2023-07-12	4	RCSB_DATA_API	2026-04-11
8FL7	Q9NZM5	ELECTRON MICROSCOPY	2.55	2023-07-12	4	RCSB_DATA_API	2026-04-11
8FLA	Q9NZM5	ELECTRON MICROSCOPY	2.63	2023-07-12	4	RCSB_DATA_API	2026-04-11
8FLB	Q9NZM5	ELECTRON MICROSCOPY	2.55	2023-07-12	4	RCSB_DATA_API	2026-04-11
8FLD	Q9NZM5	ELECTRON MICROSCOPY	2.58	2023-07-12	2	RCSB_DATA_API	2026-04-11
8FLE	Q9NZM5	ELECTRON MICROSCOPY	2.48	2023-07-12	2	RCSB_DATA_API	2026-04-11
8INE	Q9NZM5	ELECTRON MICROSCOPY	3.2	2023-08-09	3	RCSB_DATA_API	2026-04-11
8INF	Q9NZM5	ELECTRON MICROSCOPY	3	2023-08-09	3	RCSB_DATA_API	2026-04-11
8IPX	Q9NZM5	ELECTRON MICROSCOPY	4.3	2023-08-09	2	RCSB_DATA_API	2026-04-11
8IPY	Q9NZM5	ELECTRON MICROSCOPY	3.2	2023-08-09	2	RCSB_DATA_API	2026-04-11
8IR3	Q9NZM5	ELECTRON MICROSCOPY	3.5	2023-08-09	2	RCSB_DATA_API	2026-04-11
1T3G	Q9NZN1	X-RAY DIFFRACTION	2.3	2005-02-08	0	RCSB_DATA_API	2026-04-11
4M92	Q9NZN1	X-RAY DIFFRACTION	1.6	2014-03-26	0	RCSB_DATA_API	2026-04-11
5WY8	Q9NZN1	X-RAY DIFFRACTION	3.07	2017-11-22	2	RCSB_DATA_API	2026-04-11
1TXD	Q9NZN5	X-RAY DIFFRACTION	2.13	2004-09-21	0	RCSB_DATA_API	2026-04-11
1X86	Q9NZN5	X-RAY DIFFRACTION	3.22	2004-09-21	1	RCSB_DATA_API	2026-04-11
2OMJ	Q9NZN5	SOLUTION NMR		2008-01-22	0	RCSB_DATA_API	2026-04-11
2OS6	Q9NZN5	SOLUTION NMR		2008-02-12	0	RCSB_DATA_API	2026-04-11
4C0D	Q9NZN8	X-RAY DIFFRACTION	3.2	2013-10-09	0	RCSB_DATA_API	2026-04-11
4C0F	Q9NZN8	X-RAY DIFFRACTION	2.4	2013-10-09	0	RCSB_DATA_API	2026-04-11
5FU6	Q9NZN8	X-RAY DIFFRACTION	2.9	2016-03-23	0	RCSB_DATA_API	2026-04-11
5FU7	Q9NZN8	X-RAY DIFFRACTION	3.1	2016-03-23	0	RCSB_DATA_API	2026-04-11
5U9A	Q9NZN9	X-RAY DIFFRACTION	2.7	2017-07-26	0	RCSB_DATA_API	2026-04-11
5U9I	Q9NZN9	X-RAY DIFFRACTION	2.3	2017-07-26	1	RCSB_DATA_API	2026-04-11
5U9J	Q9NZN9	X-RAY DIFFRACTION	2.1	2017-07-26	3	RCSB_DATA_API	2026-04-11
5U9K	Q9NZN9	X-RAY DIFFRACTION	2.7	2017-07-26	0	RCSB_DATA_API	2026-04-11
5V35	Q9NZN9	X-RAY DIFFRACTION	2.5	2017-07-26	1	RCSB_DATA_API	2026-04-11
6PX0	Q9NZN9	X-RAY DIFFRACTION	1.55	2019-09-18	4	RCSB_DATA_API	2026-04-11
6DEC	Q9NZQ3	X-RAY DIFFRACTION	4.6	2018-10-24	2	RCSB_DATA_API	2026-04-11
6DED	Q9NZQ3	X-RAY DIFFRACTION	2.204	2018-10-24	0	RCSB_DATA_API	2026-04-11
6DEE	Q9NZQ3	X-RAY DIFFRACTION	3.04	2018-10-24	0	RCSB_DATA_API	2026-04-11
3BIK	Q9NZQ7	X-RAY DIFFRACTION	2.65	2008-02-26	1	RCSB_DATA_API	2026-04-11
3BIS	Q9NZQ7	X-RAY DIFFRACTION	2.64	2008-02-26	0	RCSB_DATA_API	2026-04-11
3FN3	Q9NZQ7	X-RAY DIFFRACTION	2.7	2009-12-29	0	RCSB_DATA_API	2026-04-11
3SBW	Q9NZQ7	X-RAY DIFFRACTION	2.28	2011-07-13	0	RCSB_DATA_API	2026-04-11
4Z18	Q9NZQ7	X-RAY DIFFRACTION	1.952	2015-04-15	1	RCSB_DATA_API	2026-04-11
4ZQK	Q9NZQ7	X-RAY DIFFRACTION	2.45	2015-11-04	1	RCSB_DATA_API	2026-04-11
5C3T	Q9NZQ7	X-RAY DIFFRACTION	1.8	2015-11-04	0	RCSB_DATA_API	2026-04-11
5GGT	Q9NZQ7	X-RAY DIFFRACTION	2.8	2016-11-09	0	RCSB_DATA_API	2026-04-11
5GRJ	Q9NZQ7	X-RAY DIFFRACTION	3.206	2016-11-02	0	RCSB_DATA_API	2026-04-11
5IUS	Q9NZQ7	X-RAY DIFFRACTION	2.889	2016-09-28	1	RCSB_DATA_API	2026-04-11
5J89	Q9NZQ7	X-RAY DIFFRACTION	2.2	2016-04-27	2	RCSB_DATA_API	2026-04-11
5J8O	Q9NZQ7	X-RAY DIFFRACTION	2.3	2016-04-27	1	RCSB_DATA_API	2026-04-11
5JDR	Q9NZQ7	X-RAY DIFFRACTION	2.7	2017-04-12	0	RCSB_DATA_API	2026-04-11
5JDS	Q9NZQ7	X-RAY DIFFRACTION	1.7	2017-04-12	3	RCSB_DATA_API	2026-04-11
5N2D	Q9NZQ7	X-RAY DIFFRACTION	2.35	2017-06-28	1	RCSB_DATA_API	2026-04-11
5N2F	Q9NZQ7	X-RAY DIFFRACTION	1.7	2017-06-28	1	RCSB_DATA_API	2026-04-11
5NIU	Q9NZQ7	X-RAY DIFFRACTION	2.01	2017-12-06	2	RCSB_DATA_API	2026-04-11
5O45	Q9NZQ7	X-RAY DIFFRACTION	0.99	2017-09-20	0	RCSB_DATA_API	2026-04-11
5O4Y	Q9NZQ7	X-RAY DIFFRACTION	2.3	2017-09-20	0	RCSB_DATA_API	2026-04-11
5X8L	Q9NZQ7	X-RAY DIFFRACTION	3.1	2017-08-16	0	RCSB_DATA_API	2026-04-11
5X8M	Q9NZQ7	X-RAY DIFFRACTION	2.661	2017-08-16	0	RCSB_DATA_API	2026-04-11
5XJ4	Q9NZQ7	X-RAY DIFFRACTION	2.3	2018-04-25	0	RCSB_DATA_API	2026-04-11
5XXY	Q9NZQ7	X-RAY DIFFRACTION	2.9	2017-09-20	0	RCSB_DATA_API	2026-04-11
6L8R	Q9NZQ7	SOLUTION NMR		2020-11-11	0	RCSB_DATA_API	2026-04-11
6NM7	Q9NZQ7	X-RAY DIFFRACTION	2.426	2019-02-20	1	RCSB_DATA_API	2026-04-11
6NM8	Q9NZQ7	X-RAY DIFFRACTION	2.792	2019-02-20	1	RCSB_DATA_API	2026-04-11
6NNV	Q9NZQ7	X-RAY DIFFRACTION	1.92	2019-02-20	0	RCSB_DATA_API	2026-04-11
6NOJ	Q9NZQ7	X-RAY DIFFRACTION	2.33	2019-02-20	1	RCSB_DATA_API	2026-04-11
6NOS	Q9NZQ7	X-RAY DIFFRACTION	2.701	2019-02-20	1	RCSB_DATA_API	2026-04-11
6NP9	Q9NZQ7	X-RAY DIFFRACTION	1.27	2019-02-20	1	RCSB_DATA_API	2026-04-11
6PV9	Q9NZQ7	X-RAY DIFFRACTION	2	2020-01-01	0	RCSB_DATA_API	2026-04-11
6R3K	Q9NZQ7	X-RAY DIFFRACTION	2.2	2019-04-03	2	RCSB_DATA_API	2026-04-11
6RPG	Q9NZQ7	X-RAY DIFFRACTION	2.7	2019-07-24	1	RCSB_DATA_API	2026-04-11
6VQN	Q9NZQ7	X-RAY DIFFRACTION	2.49	2021-01-20	1	RCSB_DATA_API	2026-04-11
6YCR	Q9NZQ7	X-RAY DIFFRACTION	1.54	2021-02-03	0	RCSB_DATA_API	2026-04-11
7BEA	Q9NZQ7	X-RAY DIFFRACTION	2.45	2021-06-09	1	RCSB_DATA_API	2026-04-11
7C88	Q9NZQ7	X-RAY DIFFRACTION	1.997	2021-04-14	0	RCSB_DATA_API	2026-04-11
7CZD	Q9NZQ7	X-RAY DIFFRACTION	1.64	2021-07-14	2	RCSB_DATA_API	2026-04-11
7DCV	Q9NZQ7	SOLUTION NMR		2022-08-31	0	RCSB_DATA_API	2026-04-11
7DY7	Q9NZQ7	X-RAY DIFFRACTION	2.42	2022-01-26	1	RCSB_DATA_API	2026-04-11
7NLD	Q9NZQ7	X-RAY DIFFRACTION	2.3	2021-08-11	1	RCSB_DATA_API	2026-04-11
7OUN	Q9NZQ7	X-RAY DIFFRACTION	1.9	2021-09-15	0	RCSB_DATA_API	2026-04-11
7SJQ	Q9NZQ7	X-RAY DIFFRACTION	2	2022-06-08	4	RCSB_DATA_API	2026-04-11
7TPS	Q9NZQ7	X-RAY DIFFRACTION	3.15	2022-03-16	2	RCSB_DATA_API	2026-04-11
7UX5	Q9NZQ7	X-RAY DIFFRACTION	3.35	2022-12-28	1	RCSB_DATA_API	2026-04-11
7UXO	Q9NZQ7	X-RAY DIFFRACTION	2.25	2022-12-28	2	RCSB_DATA_API	2026-04-11
7UXP	Q9NZQ7	X-RAY DIFFRACTION	2.62	2022-12-28	2	RCSB_DATA_API	2026-04-11
7UXQ	Q9NZQ7	X-RAY DIFFRACTION	2.89	2022-12-28	2	RCSB_DATA_API	2026-04-11
7VUN	Q9NZQ7	X-RAY DIFFRACTION	2.701	2022-09-14	1	RCSB_DATA_API	2026-04-11
7XAD	Q9NZQ7	X-RAY DIFFRACTION	3	2023-04-12	0	RCSB_DATA_API	2026-04-11
7XAE	Q9NZQ7	X-RAY DIFFRACTION	3.44	2023-09-20	0	RCSB_DATA_API	2026-04-11
7XYQ	Q9NZQ7	X-RAY DIFFRACTION	2.85	2023-04-12	1	RCSB_DATA_API	2026-04-11
7YDS	Q9NZQ7	X-RAY DIFFRACTION	2.3	2023-07-19	0	RCSB_DATA_API	2026-04-11
8ALX	Q9NZQ7	X-RAY DIFFRACTION	1.1	2023-08-16	2	RCSB_DATA_API	2026-04-11
8AOK	Q9NZQ7	X-RAY DIFFRACTION	1.6	2023-06-14	6	RCSB_DATA_API	2026-04-11
8AOM	Q9NZQ7	X-RAY DIFFRACTION	2.202	2023-06-14	1	RCSB_DATA_API	2026-04-11
8JBA	Q9NZQ7	X-RAY DIFFRACTION	2.6	2023-10-25	1	RCSB_DATA_API	2026-04-11
8K5N	Q9NZQ7	X-RAY DIFFRACTION	2.2	2024-01-03	1	RCSB_DATA_API	2026-04-11
8OR1	Q9NZQ7	X-RAY DIFFRACTION	3.5	2023-08-02	1	RCSB_DATA_API	2026-04-11
8P1O	Q9NZQ7	X-RAY DIFFRACTION	2.17	2024-01-31	3	RCSB_DATA_API	2026-04-11
8R6Q	Q9NZQ7					RCSB_DATA_API	2026-04-11
8RPB	Q9NZQ7	X-RAY DIFFRACTION	2.794	2024-06-19	3	RCSB_DATA_API	2026-04-11
8XR5	Q9NZQ7	X-RAY DIFFRACTION	1.95	2025-02-26	1	RCSB_DATA_API	2026-04-11
9INU	Q9NZQ7	X-RAY DIFFRACTION	2.7	2025-03-12	1	RCSB_DATA_API	2026-04-11
2B1U	Q9NZT1	SOLUTION NMR		2006-05-30	0	RCSB_DATA_API	2026-04-11
5CMN	Q9NZU0	X-RAY DIFFRACTION	3.605	2015-08-12	2	RCSB_DATA_API	2026-04-11
5CMP	Q9NZU0	X-RAY DIFFRACTION	2.601	2015-08-12	1	RCSB_DATA_API	2026-04-11
6JBU	Q9NZU0	X-RAY DIFFRACTION	1.849	2020-01-29	4	RCSB_DATA_API	2026-04-11
2K7B	Q9NZU7	SOLUTION NMR		2008-11-25	1	RCSB_DATA_API	2026-04-11
2K7C	Q9NZU7	SOLUTION NMR		2008-11-25	0	RCSB_DATA_API	2026-04-11
2K7D	Q9NZU7	SOLUTION NMR		2008-11-25	1	RCSB_DATA_API	2026-04-11
2LAN	Q9NZU7	SOLUTION NMR		2012-02-08	1	RCSB_DATA_API	2026-04-11
2LAP	Q9NZU7	SOLUTION NMR		2012-02-08	1	RCSB_DATA_API	2026-04-11
3OX5	Q9NZU7	X-RAY DIFFRACTION	2.9	2010-12-22	1	RCSB_DATA_API	2026-04-11
3OX6	Q9NZU7	X-RAY DIFFRACTION	2.4	2010-12-22	2	RCSB_DATA_API	2026-04-11
3MAO	Q9NZV6	X-RAY DIFFRACTION	1.42	2010-04-07	3	RCSB_DATA_API	2026-04-11
