isoform_record_id	canonical_uniprot_id	isoform_uniprot_id	boundary_class	boundary_reason	mapping_scope	relation_type	event_types	named_isoforms_declared	isoform_name_token	isoform_synonyms	isoid_raw	sequence_status_raw	sequence_status_class	is_displayed_sequence	isoform_block_raw	source	source_version	fetch_date
Q8WZA0|Q8WZA0-1	Q8WZA0	Q8WZA0-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		Q8WZA0-1	Displayed	displayed	TRUE	Name=1; IsoId=Q8WZA0-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8WZA0|Q8WZA0-2	Q8WZA0	Q8WZA0-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		Q8WZA0-2	VSP_056083	variant_vsp	FALSE	Name=2; IsoId=Q8WZA0-2; Sequence=VSP_056083;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8WZA1|Q8WZA1-1	Q8WZA1	Q8WZA1-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		Q8WZA1-1	Displayed	displayed	TRUE	Name=1; IsoId=Q8WZA1-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8WZA1|Q8WZA1-2	Q8WZA1	Q8WZA1-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		Q8WZA1-2	VSP_054029	variant_vsp	FALSE	Name=2; IsoId=Q8WZA1-2; Sequence=VSP_054029;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8WZA2|Q8WZA2-1	Q8WZA2	Q8WZA2-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative promoter usage, Alternative splicing	5	1		Q8WZA2-1	Displayed	displayed	TRUE	Name=1; IsoId=Q8WZA2-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8WZA2|Q8WZA2-2	Q8WZA2	Q8WZA2-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative promoter usage, Alternative splicing	5	2		Q8WZA2-2	VSP_007611	variant_vsp	FALSE	Name=2; IsoId=Q8WZA2-2; Sequence=VSP_007611;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8WZA2|Q8WZA2-3	Q8WZA2	Q8WZA2-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative promoter usage, Alternative splicing	5	3		Q8WZA2-3	VSP_007612, VSP_007613	variant_vsp	FALSE	Name=3; IsoId=Q8WZA2-3; Sequence=VSP_007612, VSP_007613;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8WZA2|Q8WZA2-4	Q8WZA2	Q8WZA2-4	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative promoter usage, Alternative splicing	5	4		Q8WZA2-4	VSP_054423	variant_vsp	FALSE	Name=4; IsoId=Q8WZA2-4; Sequence=VSP_054423;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8WZA2|Q8WZA2-5	Q8WZA2	Q8WZA2-5	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative promoter usage, Alternative splicing	5	5		Q8WZA2-5	VSP_054423, VSP_054424	variant_vsp	FALSE	Name=5; IsoId=Q8WZA2-5; Sequence=VSP_054423, VSP_054424;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92185|Q92185-1	Q92185	Q92185-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		Q92185-1	Displayed	displayed	TRUE	Name=1; IsoId=Q92185-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92185|Q92185-2	Q92185	Q92185-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2	Sat-2	Q92185-2	VSP_047583, VSP_047584	variant_vsp	FALSE	Name=2; Synonyms=Sat-2; IsoId=Q92185-2; Sequence=VSP_047583, VSP_047584;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92187|Q92187-1	Q92187	Q92187-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		Q92187-1	Displayed	displayed	TRUE	Name=1; IsoId=Q92187-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92187|Q92187-2	Q92187	Q92187-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		Q92187-2	VSP_044867	variant_vsp	FALSE	Name=2; IsoId=Q92187-2; Sequence=VSP_044867;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92466|Q92466-1	Q92466	Q92466-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	5	1		Q92466-1	Displayed	displayed	TRUE	Name=1; IsoId=Q92466-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92466|Q92466-2	Q92466	Q92466-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	5	D1		Q92466-2	VSP_014675	variant_vsp	FALSE	Name=D1; IsoId=Q92466-2; Sequence=VSP_014675;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92466|Q92466-3	Q92466	Q92466-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	5	D2		Q92466-3	VSP_014676, VSP_014677	variant_vsp	FALSE	Name=D2; IsoId=Q92466-3; Sequence=VSP_014676, VSP_014677;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92466|Q92466-4	Q92466	Q92466-4	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	5	D3		Q92466-4	VSP_014674	variant_vsp	FALSE	Name=D3; IsoId=Q92466-4; Sequence=VSP_014674;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92466|Q92466-5	Q92466	Q92466-5	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	5	D4		Q92466-5	VSP_014678, VSP_014679	variant_vsp	FALSE	Name=D4; IsoId=Q92466-5; Sequence=VSP_014678, VSP_014679;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92481|Q92481-1	Q92481	Q92481-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		Q92481-1	Displayed	displayed	TRUE	Name=1; IsoId=Q92481-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92481|Q92481-2	Q92481	Q92481-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		Q92481-2	VSP_006408	variant_vsp	FALSE	Name=2; IsoId=Q92481-2; Sequence=VSP_006408;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92482|Q92482-1	Q92482	Q92482-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		Q92482-1	Displayed	displayed	TRUE	Name=1; IsoId=Q92482-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92482|Q92482-2	Q92482	Q92482-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2	delta5	Q92482-2	VSP_003229, VSP_003230	variant_vsp	FALSE	Name=2; Synonyms=delta5; IsoId=Q92482-2; Sequence=VSP_003229, VSP_003230;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92484|Q92484-1	Q92484	Q92484-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		Q92484-1	Displayed	displayed	TRUE	Name=1; IsoId=Q92484-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92484|Q92484-2	Q92484	Q92484-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		Q92484-2	VSP_054640	variant_vsp	FALSE	Name=2; IsoId=Q92484-2; Sequence=VSP_054640;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92485|Q92485-1	Q92485	Q92485-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		Q92485-1	Displayed	displayed	TRUE	Name=1; IsoId=Q92485-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92485|Q92485-2	Q92485	Q92485-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		Q92485-2	VSP_013478, VSP_013479	variant_vsp	FALSE	Name=2; IsoId=Q92485-2; Sequence=VSP_013478, VSP_013479;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92496|Q92496-1	Q92496	Q92496-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	3	1	FHR-4A	Q92496-1	Displayed	displayed	TRUE	Name=1; Synonyms=FHR-4A; IsoId=Q92496-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92496|Q92496-2	Q92496	Q92496-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	2		Q92496-2	VSP_046418	variant_vsp	FALSE	Name=2; IsoId=Q92496-2; Sequence=VSP_046418;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92496|Q92496-3	Q92496	Q92496-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	3	FHR-4B	Q92496-3	VSP_053528	variant_vsp	FALSE	Name=3; Synonyms=FHR-4B; IsoId=Q92496-3; Sequence=VSP_053528;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92499|Q92499-1	Q92499	Q92499-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	3	1		Q92499-1	Displayed	displayed	TRUE	Name=1; IsoId=Q92499-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92499|Q92499-2	Q92499	Q92499-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	2		Q92499-2	VSP_055454, VSP_055455	variant_vsp	FALSE	Name=2; IsoId=Q92499-2; Sequence=VSP_055454, VSP_055455;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92499|Q92499-3	Q92499	Q92499-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	3		Q92499-3	VSP_055453	variant_vsp	FALSE	Name=3; IsoId=Q92499-3; Sequence=VSP_055453;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92502|Q92502-1	Q92502	Q92502-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1	DLC3beta	Q92502-1	Displayed	displayed	TRUE	Name=1; Synonyms=DLC3beta; IsoId=Q92502-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92502|Q92502-2	Q92502	Q92502-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2	DLC3alpha	Q92502-2	VSP_032984	variant_vsp	FALSE	Name=2; Synonyms=DLC3alpha; IsoId=Q92502-2; Sequence=VSP_032984;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92503|Q92503-1	Q92503	Q92503-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	3	1		Q92503-1	Displayed	displayed	TRUE	Name=1; IsoId=Q92503-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92503|Q92503-2	Q92503	Q92503-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	2		Q92503-2	VSP_040118	variant_vsp	FALSE	Name=2; IsoId=Q92503-2; Sequence=VSP_040118;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92503|Q92503-3	Q92503	Q92503-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	3		Q92503-3	VSP_040117	variant_vsp	FALSE	Name=3; IsoId=Q92503-3; Sequence=VSP_040117;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92523|Q92523-1	Q92523	Q92523-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	4	1		Q92523-1	Displayed	displayed	TRUE	Name=1; IsoId=Q92523-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92523|Q92523-2	Q92523	Q92523-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	4	2		Q92523-2	VSP_034246, VSP_034247	variant_vsp	FALSE	Name=2; IsoId=Q92523-2; Sequence=VSP_034246, VSP_034247;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92523|Q92523-3	Q92523	Q92523-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	4	3		Q92523-3	VSP_043184	variant_vsp	FALSE	Name=3; IsoId=Q92523-3; Sequence=VSP_043184;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92523|Q92523-4	Q92523	Q92523-4	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	4	4		Q92523-4	VSP_044451	variant_vsp	FALSE	Name=4; IsoId=Q92523-4; Sequence=VSP_044451;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92526|Q92526-1	Q92526	Q92526-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	3	1		Q92526-1	Displayed	displayed	TRUE	Name=1; IsoId=Q92526-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92526|Q92526-2	Q92526	Q92526-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	2		Q92526-2	VSP_043040	variant_vsp	FALSE	Name=2; IsoId=Q92526-2; Sequence=VSP_043040;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92526|Q92526-3	Q92526	Q92526-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	3		Q92526-3	VSP_047129	variant_vsp	FALSE	Name=3; IsoId=Q92526-3; Sequence=VSP_047129;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92527|Q92527-1	Q92527	Q92527-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		Q92527-1	Displayed	displayed	TRUE	Name=1; IsoId=Q92527-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92527|Q92527-2	Q92527	Q92527-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		Q92527-2	VSP_037160	variant_vsp	FALSE	Name=2; IsoId=Q92527-2; Sequence=VSP_037160;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92529|Q92529-1	Q92529	Q92529-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	p64		Q92529-1	Displayed	displayed	TRUE	Name=p64; IsoId=Q92529-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92529|Q92529-2	Q92529	Q92529-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	p52		Q92529-2	VSP_009805	variant_vsp	FALSE	Name=p52; IsoId=Q92529-2; Sequence=VSP_009805;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92538|Q92538-1	Q92538	Q92538-1	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	4	4		Q92538-1	VSP_062172	variant_vsp	FALSE	Name=4; IsoId=Q92538-1; Sequence=VSP_062172;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92538|Q92538-2	Q92538	Q92538-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	4	2		Q92538-2	VSP_057523	variant_vsp	FALSE	Name=2; IsoId=Q92538-2; Sequence=VSP_057523;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92538|Q92538-3	Q92538	Q92538-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	4	3		Q92538-3	VSP_062172, VSP_057523	variant_vsp	FALSE	Name=3; IsoId=Q92538-3; Sequence=VSP_062172, VSP_057523;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92538|Q92538-4	Q92538	Q92538-4	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	4	1		Q92538-4	Displayed	displayed	TRUE	Name=1; IsoId=Q92538-4; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92540|Q92540-1	Q92540	Q92540-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	4	1		Q92540-1	Displayed	displayed	TRUE	Name=1; IsoId=Q92540-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92540|Q92540-2	Q92540	Q92540-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	4	2		Q92540-2	VSP_016574	variant_vsp	FALSE	Name=2; IsoId=Q92540-2; Sequence=VSP_016574;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92540|Q92540-4	Q92540	Q92540-4	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	4	4		Q92540-4	VSP_016574, VSP_016575, VSP_016576	variant_vsp	FALSE	Name=4; IsoId=Q92540-4; Sequence=VSP_016574, VSP_016575, VSP_016576;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92540|Q92540-5	Q92540	Q92540-5	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	4	5		Q92540-5	VSP_047130, VSP_016575	variant_vsp	FALSE	Name=5; IsoId=Q92540-5; Sequence=VSP_047130, VSP_016575;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92542|Q92542-1	Q92542	Q92542-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		Q92542-1	Displayed	displayed	TRUE	Name=1; IsoId=Q92542-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92542|Q92542-2	Q92542	Q92542-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		Q92542-2	VSP_008385, VSP_008386	variant_vsp	FALSE	Name=2; IsoId=Q92542-2; Sequence=VSP_008385, VSP_008386;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92543|Q92543-1	Q92543	Q92543-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		Q92543-1	Displayed	displayed	TRUE	Name=1; IsoId=Q92543-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92543|Q92543-2	Q92543	Q92543-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		Q92543-2	VSP_057153, VSP_057154, VSP_057155	variant_vsp	FALSE	Name=2; IsoId=Q92543-2; Sequence=VSP_057153, VSP_057154, VSP_057155;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92551|Q92551-1	Q92551	Q92551-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		Q92551-1	Displayed	displayed	TRUE	Name=1; IsoId=Q92551-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92551|Q92551-2	Q92551	Q92551-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		Q92551-2	VSP_042756	variant_vsp	FALSE	Name=2; IsoId=Q92551-2; Sequence=VSP_042756;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92552|Q92552-1	Q92552	Q92552-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		Q92552-1	Displayed	displayed	TRUE	Name=1; IsoId=Q92552-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92552|Q92552-2	Q92552	Q92552-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		Q92552-2	VSP_054882	variant_vsp	FALSE	Name=2; IsoId=Q92552-2; Sequence=VSP_054882;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q92556|Q92556-1	Q92556	Q92556-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	3	1		Q92556-1	Displayed	displayed	TRUE	Name=1; IsoId=Q92556-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
